v,ta,td,sa,sd,E,P,¦Ç,¦µ,¦¤,k
30,4,93,0.37832464867555926,0.8198491880130555,83,5,0.95,A,0.01430722891566265,30.0
31,7,92,0.2800701067213568,0.8158157530562312,94,5,0.95,B,0.012632978723404254,42.0
32,8,93,0.3178055342384207,0.8912460891595751,79,3,0.98,C,0.00930379746835443,61.0
33,1,92,0.299315530551578,0.8767147307067013,78,3,0.96,A,0.00923076923076923,62.0
34,1,87,0.2632742652466669,0.8901811423146204,74,3,0.96,B,0.00972972972972973,64.0
35,5,91,0.2668336711096433,0.8684851399356734,93,5,0.96,C,0.012903225806451613,46.0
36,1,87,0.3613453482415778,0.8954089965424843,85,5,0.99,A,0.014558823529411765,36.0
37,7,95,0.38008692979000624,0.8489358053431233,83,4,0.99,B,0.011927710843373494,39.0
38,3,90,0.3398628042094905,0.8071820610870257,81,6,0.97,C,0.017962962962962965,26.0
39,8,93,0.3300528635720176,0.8376590806313372,73,6,0.97,A,0.019931506849315068,25.0
40,9,92,0.39168496665479113,0.8626406106915617,94,4,0.99,B,0.01053191489361702,44.0
41,2,89,0.28215901318810765,0.8770233620653735,77,3,0.98,C,0.009545454545454544,62.0
42,7,95,0.2526544194861141,0.8788913652201855,76,6,0.96,A,0.01894736842105263,33.0
43,4,94,0.26543407258504137,0.8524510521770569,85,3,0.96,B,0.008470588235294117,69.0
44,1,87,0.33862026002090506,0.8819681594274758,90,4,0.96,C,0.010666666666666666,50.0
45,2,89,0.29225887164676567,0.8500696178743511,89,5,0.95,A,0.013342696629213483,41.0
46,7,90,0.35818301798326363,0.8263156672027304,73,6,0.95,B,0.019520547945205476,23.0
47,4,92,0.38085849389304016,0.8636392652316616,74,4,0.97,C,0.013108108108108108,36.0
48,9,93,0.38414111617810576,0.8393335461888427,90,6,0.95,A,0.01583333333333333,28.0
49,2,92,0.2723503427728407,0.846315939600941,86,3,0.97,B,0.008459302325581395,67.0
50,6,94,0.37859648910831617,0.8797561856637486,70,4,0.95,C,0.013571428571428571,36.0
51,5,87,0.2985561296531053,0.8144369847914857,94,6,0.98,A,0.015638297872340425,32.0
52,6,92,0.37709129283645715,0.8224918383623979,70,6,0.97,B,0.020785714285714286,21.0
53,3,87,0.26086223882291537,0.8171270023974264,70,5,0.99,C,0.01767857142857143,31.0
54,1,93,0.29689247842240984,0.806035735898996,90,6,0.96,A,0.016,31.0
55,2,90,0.2665460189437153,0.8384956104574195,71,3,0.99,B,0.010457746478873238,54.0
56,1,92,0.3258555480990861,0.8496363826730541,86,3,0.95,C,0.008284883720930232,63.0
57,2,92,0.34510154800370924,0.850172498111164,94,5,0.98,A,0.013031914893617023,38.0
58,9,86,0.3387709463452912,0.8318665845620998,93,5,0.98,B,0.013172043010752688,37.0
59,1,92,0.25,0.8081999146388259,94,3,0.96,C,0.007659574468085106,72.0
60,1,93,0.2510118936654041,0.82792302172272,70,3,0.96,A,0.010285714285714285,56.0
61,5,92,0.3183664568742419,0.8413115631015611,84,3,0.97,B,0.008660714285714285,60.0
62,6,90,0.2566373856460433,0.8905379780850154,78,4,0.98,C,0.012564102564102564,50.0
63,1,88,0.3333056662911248,0.8502793088401864,72,5,0.97,A,0.016840277777777777,30.0
64,4,91,0.3266422777573582,0.8697622349705751,77,3,0.97,B,0.009448051948051948,57.0
65,6,91,0.34399419296544126,0.8060069026953295,80,5,0.98,C,0.015312500000000001,30.0
66,7,90,0.32511446583825754,0.8025309691380652,89,6,0.99,A,0.016685393258426964,28.0
67,2,92,0.3455390462761142,0.8714332237720244,83,4,0.95,B,0.01144578313253012,45.0
68,7,94,0.3731971345418326,0.835589540954476,92,5,0.96,C,0.013043478260869565,35.0
69,3,93,0.31102794810804024,0.8185722463864582,92,6,0.98,A,0.015978260869565216,31.0
70,9,92,0.3061357199513942,0.8247855273975723,75,3,0.95,B,0.009499999999999998,54.0
71,4,94,0.2737732347116823,0.86966532476999,80,5,0.99,C,0.01546875,38.0
72,1,95,0.3386249936769662,0.8522299037043197,76,4,0.95,A,0.012499999999999999,41.0
73,4,88,0.351245540405712,0.829191080991325,75,3,0.99,B,0.009899999999999999,48.0
74,5,94,0.2621967482634948,0.8960521349743962,77,6,0.95,C,0.018506493506493506,34.0
75,8,93,0.2556824852509318,0.8735624184396503,91,6,0.96,A,0.015824175824175824,39.0
76,3,90,0.3006077053831203,0.8371320910700119,92,4,0.96,B,0.010434782608695651,51.0
77,1,94,0.38599347230075903,0.8305091737049873,80,3,0.96,C,0.009,49.0
78,7,91,0.29474532569915163,0.8957078331122993,74,6,0.97,A,0.019662162162162163,30.0
79,1,91,0.2566313818044917,0.8518474291730712,93,6,0.95,B,0.015322580645161288,38.0
80,6,89,0.3111802819693669,0.8234310381722522,87,4,0.99,C,0.011379310344827587,45.0
81,2,95,0.34115626496212986,0.8972628501679896,78,5,0.99,A,0.015865384615384615,35.0
82,5,94,0.3546463826384091,0.8533842864726876,74,6,0.95,B,0.019256756756756754,25.0
83,3,91,0.351997054217882,0.8860881755955408,77,4,0.97,C,0.012597402597402597,42.0
84,4,93,0.3418988894499211,0.8325231785768198,76,4,0.95,A,0.012499999999999999,39.0
85,8,94,0.3981507958370825,0.8746154194166512,86,6,0.97,B,0.01691860465116279,28.0
86,7,95,0.29944023540586173,0.8497558081689957,83,6,0.95,C,0.01716867469879518,32.0
87,8,95,0.2899637975685997,0.8506172419797299,74,5,0.97,A,0.016385135135135134,34.0
88,8,91,0.31800808664830593,0.8292999741903148,79,5,0.98,B,0.015506329113924052,32.0
89,7,90,0.2663298388937213,0.8295870929854623,88,5,0.99,C,0.0140625,40.0
90,6,94,0.2511358729327537,0.8808841496083759,91,4,0.96,A,0.01054945054945055,59.0
91,1,95,0.26364053240069957,0.8618474985103702,92,4,0.98,B,0.010652173913043479,56.0
92,9,87,0.38405793445280695,0.8928286893725059,80,6,0.95,C,0.0178125,28.0
93,8,87,0.35207864609767847,0.893445792401323,76,5,0.96,A,0.015789473684210527,34.0
94,8,95,0.4,0.8959059341807596,93,6,0.97,B,0.015645161290322583,31.0
95,4,86,0.3541349328833421,0.8592545592687059,88,5,0.98,C,0.013920454545454547,36.0
96,9,90,0.25884165610979953,0.8055179825068709,90,3,0.97,A,0.008083333333333333,67.0
97,8,88,0.39044780989931505,0.8005520081645895,90,3,0.96,B,0.008,51.0
98,2,95,0.2808875937356045,0.8222859851605415,89,4,0.99,C,0.011123595505617978,48.0
99,9,88,0.3335572125900508,0.821742932336378,73,3,0.96,A,0.009863013698630137,49.0
100,2,88,0.3067029309583015,0.8537097409057898,91,3,0.95,B,0.007829670329670328,69.0
101,3,91,0.2834274800257704,0.8529577598697324,70,5,0.97,C,0.01732142857142857,32.0
102,6,92,0.37236043111189787,0.8145840170758151,90,6,0.99,A,0.016499999999999997,26.0
103,5,87,0.3641466271747399,0.8050074748908855,74,4,0.99,B,0.013378378378378379,32.0
104,1,86,0.3828188565659886,0.8364478000788571,72,4,0.99,C,0.01375,32.0
105,9,86,0.34291963990328433,0.86680694156417,93,4,0.98,A,0.010537634408602151,49.0
106,8,88,0.2969801951063091,0.8951750647546819,78,4,0.97,B,0.012435897435897436,48.0
107,2,89,0.35722119298098914,0.8757885095217127,72,5,0.97,C,0.016840277777777777,30.0
108,2,91,0.29394265690362037,0.801529156309667,72,6,0.97,A,0.020208333333333335,25.0
109,8,87,0.292377036288551,0.8357994653119628,76,3,0.99,B,0.009769736842105262,55.0
110,5,88,0.3034878582092319,0.8717375796419065,75,3,0.95,C,0.009499999999999998,59.0
111,2,89,0.3807824437229568,0.836946361797787,90,3,0.98,A,0.008166666666666666,55.0
112,3,92,0.34004175278619164,0.8596837665235173,82,6,0.97,B,0.017743902439024392,29.0
113,1,87,0.29309480406661326,0.8185319813528137,70,4,0.97,C,0.013857142857142856,37.0
114,4,86,0.3594279278345098,0.8610293821342023,73,4,0.97,A,0.013287671232876712,37.0
115,7,89,0.290365088056603,0.8820235977325995,72,3,0.98,B,0.010208333333333333,57.0
116,7,86,0.2648301313239129,0.8728251555795614,74,4,0.98,C,0.013243243243243243,45.0
117,9,87,0.34701033472301523,0.8334163354999017,79,5,0.96,A,0.015189873417721518,32.0
118,1,94,0.32090928368676436,0.8419862733597557,84,6,0.95,B,0.016964285714285713,30.0
119,5,92,0.31865683479379914,0.8252706199600928,79,4,0.97,C,0.012278481012658228,41.0
120,9,87,0.35249005243568937,0.869530283887392,80,6,0.97,A,0.018187500000000002,28.0
121,6,86,0.3912191544226473,0.8549463319851144,90,4,0.96,B,0.010666666666666666,43.0
122,6,86,0.3993183886051963,0.801549510222011,87,5,0.98,C,0.014080459770114944,28.0
123,4,88,0.3680399924022336,0.8668366707256181,70,6,0.97,A,0.020785714285714286,23.0
124,7,95,0.2542867411582297,0.8166242864063906,92,4,0.96,B,0.010434782608695651,53.0
125,5,93,0.3800872812933975,0.8589176076377926,72,5,0.95,C,0.016493055555555556,29.0
126,8,94,0.2901088154861119,0.8870750195778823,78,3,0.95,A,0.009134615384615383,65.0
127,5,94,0.3189884152893555,0.8830116176881585,93,5,0.95,B,0.012768817204301076,44.0
128,1,90,0.3534060510293872,0.8497739342067648,92,5,0.99,C,0.01345108695652174,36.0
129,9,94,0.3520010794267147,0.8537330032016659,94,6,0.98,A,0.015638297872340425,32.0
130,7,86,0.25173992082636504,0.8700158404717396,84,3,0.99,B,0.008839285714285713,69.0
131,5,86,0.29979735330079244,0.8812801633162034,73,5,0.97,C,0.016609589041095888,35.0
132,4,92,0.3259021643198542,0.8592964130459659,88,5,0.97,A,0.01377840909090909,38.0
133,7,90,0.2938725394338938,0.8363365673068038,83,4,0.96,B,0.011566265060240964,46.0
134,9,89,0.36757407374076656,0.8545956383444322,70,5,0.95,C,0.016964285714285713,28.0
135,6,87,0.2525969681075933,0.8700902895460514,94,3,0.95,A,0.007579787234042552,81.0
136,7,94,0.32315480197092195,0.8652584052606108,72,3,0.95,B,0.009895833333333333,54.0
137,6,93,0.2660246238067883,0.8826179032230544,73,4,0.98,C,0.013424657534246575,45.0
138,8,90,0.3546761322665474,0.8496805892662944,81,6,0.96,A,0.017777777777777778,27.0
139,6,86,0.3547411683988579,0.8565017183555419,85,6,0.99,B,0.017470588235294116,28.0
140,3,89,0.2764716873556787,0.8816518381600615,87,5,0.96,C,0.013793103448275862,43.0
141,7,94,0.3119546999176417,0.8238972125787791,91,3,0.99,A,0.00815934065934066,62.0
142,4,86,0.3488100255663546,0.8018794756679025,76,6,0.95,B,0.01875,24.0
143,3,89,0.3102023026121724,0.8430022162669115,71,4,0.95,C,0.013380281690140845,39.0
144,3,86,0.26886663289095325,0.8266801764477946,72,4,0.95,A,0.013194444444444444,42.0
145,8,91,0.2553096084240657,0.8636804838710941,82,4,0.98,B,0.011951219512195122,50.0
146,6,88,0.33661756152163164,0.8578394054421702,88,3,0.98,C,0.008352272727272727,62.0
147,2,91,0.3634316127640565,0.8816353994476273,83,3,0.96,A,0.008674698795180723,59.0
148,3,94,0.34043513678912163,0.8691719918275139,91,6,0.95,B,0.015659340659340656,33.0
149,9,86,0.3852951822675579,0.8491865297341328,86,6,0.96,C,0.016744186046511626,27.0
150,4,90,0.3060582159252477,0.8997466489956647,82,4,0.98,A,0.011951219512195122,49.0
151,1,94,0.3318370254448343,0.8354845082869652,79,4,0.96,B,0.012151898734177215,41.0
152,7,95,0.28206992935672237,0.8465400212678578,84,3,0.96,C,0.008571428571428572,65.0
153,4,87,0.38107696166215377,0.8102148291924564,85,5,0.97,A,0.01426470588235294,30.0
154,4,93,0.37512805516204195,0.8920466077531302,84,6,0.98,B,0.017499999999999998,29.0
155,7,95,0.25344635012723044,0.8157117029583673,81,6,0.97,C,0.017962962962962965,31.0
156,7,87,0.3151625137369869,0.8919362116908967,83,6,0.97,A,0.017530120481927713,32.0
157,7,89,0.2550146748759374,0.8746521384843648,83,3,0.96,B,0.008674698795180723,71.0
158,8,90,0.28585051028768715,0.8566159001022016,73,5,0.99,C,0.016952054794520548,33.0
159,2,94,0.34325776237447386,0.8524886556074139,74,3,0.96,A,0.00972972972972973,52.0
160,4,86,0.2599779190733858,0.8088525902091406,86,6,0.98,B,0.017093023255813952,32.0
161,8,90,0.3093490604513729,0.8333248757109463,80,5,0.96,C,0.015,34.0
162,2,95,0.32612701667109606,0.8801264833206113,78,6,0.96,A,0.01846153846153846,30.0
163,1,92,0.2957618710241364,0.8132418214963403,89,3,0.97,B,0.008174157303370786,63.0
164,2,92,0.37454947182980436,0.8297673193522896,75,6,0.95,C,0.018999999999999996,23.0
165,5,91,0.3154569946332616,0.8842433825984523,87,6,1.0,A,0.017241379310344827,32.0
166,9,86,0.2676526521605973,0.8395211361461121,74,5,0.97,B,0.016385135135135134,34.0
167,4,95,0.30421016586106187,0.8220692833388455,71,5,0.99,C,0.017429577464788733,29.0
168,3,95,0.33015459882997356,0.840188870557736,82,6,0.95,A,0.017378048780487803,29.0
169,2,95,0.2624128152635741,0.8889185079372817,83,4,0.98,B,0.011807228915662651,53.0
170,1,90,0.3606623298296024,0.8981961936662126,76,4,0.99,C,0.013026315789473684,41.0
171,7,92,0.3846517624702197,0.8497302563968108,75,6,0.97,A,0.0194,23.0
172,1,93,0.3709584915011601,0.8195609951396183,90,6,0.98,B,0.01633333333333333,27.0
173,3,90,0.37001263108896654,0.8424761304919182,77,4,0.98,C,0.012727272727272728,37.0
174,5,87,0.30081379170559236,0.878131329208513,76,4,0.96,A,0.01263157894736842,45.0
175,8,87,0.2617842987091538,0.8307377172526519,83,3,0.95,B,0.00858433734939759,66.0
176,2,93,0.3705290417634659,0.8355223614267918,86,6,0.95,C,0.016569767441860464,28.0
177,1,91,0.31860801560195734,0.8961066533309527,95,4,0.97,A,0.010210526315789474,56.0
178,7,93,0.34638262997738556,0.8144650089009567,78,6,0.99,B,0.019038461538461535,24.0
179,4,88,0.325012140370022,0.8125742323561485,95,5,0.96,C,0.01263157894736842,38.0
180,4,89,0.36770840688126144,0.8983179525255922,92,5,0.98,A,0.013315217391304349,39.0
181,6,95,0.3709818828416528,0.8623796029655146,70,5,0.97,B,0.01732142857142857,28.0
182,9,87,0.39230106417185595,0.8475911785267162,82,5,0.96,C,0.014634146341463414,31.0
183,2,86,0.3461933814640908,0.8022540894840658,77,3,0.95,A,0.009253246753246753,49.0
184,3,90,0.2835206502826137,0.8536757289762742,89,6,0.96,B,0.016179775280898877,35.0
185,5,95,0.3190630462442312,0.8356717189858971,77,6,0.96,C,0.0187012987012987,27.0
186,6,87,0.2721441486059734,0.8649827564228528,76,3,0.99,A,0.009769736842105262,60.0
187,6,86,0.3829585809864406,0.8929446976744143,71,4,0.97,B,0.013661971830985916,37.0
188,4,87,0.39874626463026835,0.8468549336020862,76,5,0.96,C,0.015789473684210527,28.0
189,1,95,0.38083136301618803,0.8771157620451366,88,3,0.99,A,0.008437499999999999,58.0
190,1,90,0.27198292059800844,0.8594223210679905,74,3,0.97,B,0.009831081081081081,59.0
191,3,95,0.290324591311919,0.8340835123976575,88,4,0.96,C,0.010909090909090908,49.0
192,2,87,0.25171811018047857,0.8841149585655957,89,6,0.96,A,0.016179775280898877,39.0
193,7,92,0.3525375625547081,0.8616766876834799,78,4,0.96,B,0.012307692307692308,41.0
194,8,92,0.39242911738688463,0.8321493883386293,78,4,0.95,C,0.01217948717948718,36.0
195,9,86,0.27262567652991027,0.8100371815103474,94,4,0.98,A,0.010425531914893617,51.0
196,7,92,0.2590056340663835,0.871847864343928,72,4,0.99,B,0.01375,44.0
197,9,89,0.3374837786058835,0.8118036507853854,70,4,0.99,C,0.014142857142857143,33.0
198,5,87,0.38222345097900784,0.8999373676736498,76,3,0.98,A,0.009671052631578947,53.0
199,6,90,0.3315862774784668,0.8925244293517985,79,4,0.98,B,0.01240506329113924,45.0
