v,ta,td,sa,sd,E,P,¦Ç,¦µ,¦¤,k
45,6,92,0.37900367825862097,0.8245957449751609,86,3,0.99,A,0.008633720930232557,51.0
46,6,93,0.3751543208635967,0.8801638375893092,83,4,0.99,B,0.011927710843373494,42.0
47,9,95,0.2645103841738029,0.894510675988269,72,6,0.99,C,0.020624999999999998,30.0
48,9,95,0.25,0.8308788285658292,71,3,0.99,A,0.010457746478873238,55.0
49,1,93,0.3157408183202693,0.8387630748335085,75,5,0.98,B,0.016333333333333335,32.0
50,2,86,0.3451925211154614,0.859386564506617,76,3,0.98,C,0.009671052631578947,53.0
51,5,87,0.37550656692558704,0.8590047150550378,78,3,0.96,A,0.00923076923076923,52.0
52,1,89,0.3276698021692755,0.8518874015027608,86,3,0.96,B,0.008372093023255813,62.0
53,5,93,0.3799428784795171,0.8583623049873168,86,4,0.96,C,0.011162790697674419,42.0
54,8,88,0.3406229292579599,0.8894900883479784,74,6,0.99,A,0.020067567567567567,27.0
55,1,93,0.3229774823266197,0.8175174570247523,71,4,0.97,B,0.013661971830985916,36.0
56,8,91,0.3234792983211485,0.8794825794310818,83,4,0.98,C,0.011807228915662651,47.0
57,4,92,0.3571618965971742,0.8644213202824405,95,5,0.96,A,0.01263157894736842,40.0
58,9,86,0.3294377278476152,0.8114187918522388,74,5,0.99,B,0.016722972972972972,28.0
59,5,91,0.28283195366525365,0.8249416389808756,84,4,0.95,C,0.01130952380952381,47.0
60,7,92,0.26855567514424333,0.8928790246702609,80,5,0.96,A,0.015,41.0
61,3,90,0.28114141444824686,0.8435980803685953,72,3,0.96,B,0.01,56.0
62,9,86,0.32151949457380896,0.8740976340550608,88,3,0.95,C,0.008096590909090907,68.0
63,2,94,0.33273342595579825,0.8667707997081737,94,3,0.96,A,0.007659574468085106,69.0
64,1,92,0.3162277306521849,0.821945750951229,72,5,0.97,B,0.016840277777777777,30.0
65,4,90,0.2780508873219688,0.8974660363950799,93,5,0.97,C,0.01303763440860215,47.0
66,6,91,0.328404615528596,0.8478273348505758,86,4,0.95,A,0.011046511627906977,47.0
67,1,86,0.37718308301456177,0.8673539632943409,87,3,0.95,B,0.008189655172413792,59.0
68,1,92,0.37019084628292553,0.8712654090228644,83,3,0.97,C,0.008765060240963856,57.0
69,2,87,0.3436436377470324,0.8576815674842175,88,6,0.95,A,0.016193181818181815,31.0
70,4,94,0.3969406504355142,0.8293736171478693,73,5,0.96,B,0.01643835616438356,26.0
71,6,95,0.27333591074658564,0.8953946165727634,74,6,0.98,C,0.019864864864864863,31.0
72,8,88,0.3552936529718873,0.8494002026500881,72,3,0.98,A,0.010208333333333333,48.0
73,8,90,0.3323081138274061,0.8844864047476888,83,3,0.95,B,0.00858433734939759,64.0
74,5,95,0.296314837565691,0.838877101330492,94,3,0.99,C,0.007898936170212765,68.0
75,8,89,0.30774155444609824,0.8256891596864359,75,5,0.95,A,0.015833333333333335,32.0
76,1,86,0.31096435910343606,0.9,79,5,0.99,B,0.015664556962025317,37.0
77,9,90,0.26421666316630393,0.898942348424427,88,6,0.99,C,0.016874999999999998,37.0
78,1,91,0.303660122892336,0.8868059996150544,76,3,0.95,A,0.009375,62.0
79,4,87,0.3670245730216643,0.8570389901961399,80,5,0.98,B,0.015312500000000001,32.0
80,9,88,0.32563556840715047,0.8105592226999757,71,4,0.97,C,0.013661971830985916,35.0
81,9,87,0.3379592533388259,0.8581964234431164,86,4,0.96,A,0.011162790697674419,46.0
82,1,92,0.28730782140538413,0.8218147213510512,88,6,0.98,B,0.016704545454545455,31.0
83,2,92,0.26184214524115307,0.8476848537556718,74,3,0.98,C,0.009932432432432432,58.0
84,7,90,0.3794249759371173,0.854783318570168,85,3,0.96,A,0.008470588235294117,56.0
85,2,86,0.3001483828914272,0.8969994332135985,83,4,0.97,B,0.011686746987951807,51.0
86,3,89,0.3050827010893705,0.8643266940892956,89,5,0.95,C,0.013342696629213483,41.0
87,8,94,0.3151829409238539,0.8178108474697513,72,6,0.99,A,0.020624999999999998,24.0
88,8,93,0.3894136261802761,0.8374210291678129,84,3,0.95,B,0.008482142857142856,52.0
89,8,87,0.30937255639282984,0.8544463365680189,77,4,0.96,C,0.012467532467532468,43.0
90,2,87,0.31971459282604286,0.843461211311938,91,5,0.96,A,0.013186813186813187,39.0
91,5,94,0.3251527075063258,0.8730080185629726,75,4,0.96,B,0.012799999999999999,42.0
92,4,95,0.2516229197457931,0.8932651001300028,85,6,0.97,C,0.01711764705882353,37.0
93,7,89,0.3746184522207694,0.8162748910867952,88,5,0.95,A,0.013494318181818182,32.0
94,8,95,0.2913610215980217,0.8658433888169152,70,5,0.96,B,0.017142857142857144,33.0
95,7,94,0.3477485401990727,0.8270641777533594,75,5,0.95,C,0.015833333333333335,30.0
96,1,90,0.3039731631704393,0.8252594988378698,87,5,0.98,A,0.014080459770114944,37.0
97,6,89,0.31586514293481666,0.8598534104306228,85,4,0.95,B,0.011176470588235293,48.0
98,3,92,0.3334439564270461,0.8916950215185449,94,5,0.99,C,0.013164893617021277,42.0
99,3,94,0.3372586521852182,0.8791804000203927,87,3,0.98,A,0.008448275862068965,64.0
100,7,86,0.3587500840929925,0.866780034939418,84,4,0.99,B,0.011785714285714285,43.0
101,7,88,0.2915925902701584,0.8262890697328795,90,4,0.99,C,0.011,48.0
102,4,94,0.2592951976023537,0.8612202741264539,92,5,0.99,A,0.01345108695652174,44.0
103,2,88,0.3947212396969455,0.8165171850699131,86,3,0.95,B,0.008284883720930232,50.0
104,6,93,0.29154019373021806,0.8240114172081463,77,5,0.97,C,0.015746753246753245,33.0
105,8,95,0.32505562750076433,0.826706302101029,74,3,0.98,A,0.009932432432432432,50.0
106,8,94,0.2891291148363603,0.801986784155722,81,4,0.98,B,0.012098765432098766,42.0
107,8,89,0.3641954726749247,0.8231887499876962,71,5,0.99,C,0.017429577464788733,26.0
108,9,88,0.2642174850539116,0.8287482018581986,93,6,0.95,A,0.015322580645161288,36.0
109,3,87,0.32165301051509176,0.829596805329865,78,5,0.97,B,0.015544871794871793,32.0
110,8,91,0.3716285192278054,0.8301277557692319,77,4,0.95,C,0.012337662337662337,37.0
111,2,88,0.3892445581047792,0.8059008603683817,73,4,0.96,A,0.013150684931506848,31.0
112,9,90,0.2503117841834685,0.8134547370535783,78,6,0.96,B,0.01846153846153846,30.0
113,7,94,0.29537632106507183,0.8813555465908381,71,6,0.99,C,0.020915492957746477,28.0
114,2,88,0.3154475025508804,0.8026516197941271,75,4,0.95,A,0.012666666666666666,38.0
115,6,87,0.3220381436222283,0.8531046800977736,74,5,0.97,B,0.016385135135135134,32.0
116,5,93,0.3922159839030419,0.8724953750280515,91,4,0.98,C,0.010769230769230769,44.0
117,5,87,0.34994461407994165,0.8973638165879904,79,5,0.96,A,0.015189873417721518,36.0
118,4,91,0.2878598711308815,0.8360953434374755,79,6,0.95,B,0.018037974683544303,30.0
119,3,95,0.26431682361716785,0.8717347833238682,76,3,0.96,C,0.009473684210526315,64.0
120,8,89,0.2983585198034811,0.8436649407220713,82,6,0.99,A,0.018109756097560974,30.0
121,6,93,0.34448008654203205,0.8386233571397947,71,6,0.95,B,0.020070422535211265,24.0
122,6,94,0.3067459245102825,0.8617785785423719,84,5,0.98,C,0.014583333333333334,38.0
123,8,95,0.3975044724472028,0.8762149131332555,79,5,0.99,A,0.015664556962025317,30.0
124,3,91,0.293001640748946,0.8831308850845377,78,5,0.97,B,0.015544871794871793,37.0
125,9,92,0.3982292197983516,0.8457959172640339,94,4,0.96,C,0.010212765957446808,43.0
126,8,94,0.3511540794085729,0.8343580129746044,75,5,0.96,A,0.016,30.0
127,4,91,0.34899265231891297,0.8483363348535375,78,3,0.95,B,0.009134615384615383,54.0
128,7,94,0.3372350671141977,0.8964397064956587,88,5,0.99,C,0.0140625,39.0
129,8,88,0.38487217810673213,0.8199747833781856,72,6,0.97,A,0.020208333333333335,21.0
130,5,91,0.32751619035845014,0.8064460671438117,78,6,0.95,B,0.018269230769230767,26.0
131,2,91,0.37574548261383867,0.8809016881026264,72,3,0.98,C,0.010208333333333333,49.0
132,3,88,0.28617017273548667,0.8833688862059261,95,6,0.95,A,0.014999999999999998,39.0
133,7,87,0.3948906531240036,0.8033657166126594,72,3,0.96,B,0.01,40.0
134,6,95,0.39746733182100136,0.8803442540057309,95,4,0.96,C,0.010105263157894737,47.0
135,6,91,0.3036272827065211,0.8173441066861259,89,6,0.98,A,0.016516853932584268,31.0
136,4,86,0.3248481292373059,0.8347949513230304,80,3,0.97,B,0.009093750000000001,56.0
137,5,89,0.3027008891301068,0.88802427621344,95,3,0.98,C,0.007736842105263157,75.0
138,8,88,0.38030344686372386,0.8417836533613915,76,5,0.96,A,0.015789473684210527,29.0
139,9,87,0.3701422069971608,0.8812990249244289,94,4,0.97,B,0.010319148936170213,49.0
140,5,95,0.3736723635345453,0.885841054307914,77,5,0.95,C,0.015422077922077922,33.0
141,1,92,0.3993684775665317,0.8020458077465538,89,6,0.95,A,0.01601123595505618,25.0
142,6,93,0.2954723800066928,0.8383439086544568,76,3,0.99,B,0.009769736842105262,55.0
143,9,91,0.3641165715649068,0.8248740210996811,83,3,0.96,C,0.008674698795180723,53.0
144,9,86,0.2769122731468773,0.8094416689046204,83,6,0.95,A,0.01716867469879518,31.0
145,7,89,0.2918809774118204,0.8791713370904923,82,3,0.99,B,0.009054878048780487,64.0
146,5,86,0.3504194971472152,0.8796575754007966,89,6,0.98,C,0.016516853932584268,32.0
147,9,88,0.3390952864417388,0.8168853062522315,91,3,0.96,A,0.007912087912087912,60.0
148,5,91,0.38464893419655005,0.8792521066529403,92,6,0.97,B,0.01581521739130435,31.0
149,3,95,0.38323643221028,0.839922634094978,74,3,0.95,C,0.009628378378378377,47.0
150,5,88,0.32294355684149084,0.8285857130858225,78,5,0.99,A,0.015865384615384615,31.0
151,9,92,0.3652783940340598,0.8236731560245194,79,4,0.97,B,0.012278481012658228,37.0
152,2,87,0.3913311172327586,0.8901614848324653,91,4,0.99,C,0.01087912087912088,45.0
153,6,92,0.3153911418202022,0.8168194328820433,92,6,0.97,A,0.01581521739130435,31.0
154,4,90,0.3049260625499679,0.8724335450525095,70,6,0.98,B,0.021,27.0
155,5,95,0.3732676211901802,0.851236338015311,74,3,0.99,C,0.010033783783783784,47.0
156,1,92,0.26278861014637256,0.8843734484093732,82,5,0.97,A,0.014786585365853658,42.0
157,8,93,0.308710745613873,0.8728249151559176,93,4,0.97,B,0.01043010752688172,54.0
158,1,94,0.3516636726517216,0.8031484450709925,95,6,0.96,C,0.015157894736842105,29.0
159,1,91,0.38226984454773116,0.8351465574518283,72,5,0.96,A,0.016666666666666666,27.0
160,4,86,0.328536432601776,0.8635795316968466,78,5,0.98,B,0.015705128205128205,34.0
161,9,94,0.3477174914263239,0.8127846949202391,84,6,0.98,C,0.017499999999999998,26.0
162,5,89,0.2886195574238866,0.8548171601962925,71,5,0.99,A,0.017429577464788733,32.0
163,4,93,0.37290729119247945,0.8750218219485891,87,4,0.95,B,0.010919540229885057,45.0
164,3,95,0.3447602597835878,0.8136158238514052,81,6,0.95,C,0.01759259259259259,26.0
165,3,92,0.26370248818325087,0.8467810449632375,83,3,0.98,A,0.008855421686746988,65.0
166,1,92,0.3841578295396981,0.8563499136674371,87,4,0.95,B,0.010919540229885057,43.0
167,4,91,0.2717723844283369,0.8373281855871864,70,6,0.96,C,0.02057142857142857,27.0
168,3,92,0.3450090786769258,0.8769407177404475,76,6,0.98,A,0.019342105263157893,27.0
169,3,93,0.36672784576368483,0.8923909914200578,72,4,0.98,B,0.01361111111111111,38.0
170,3,92,0.37672770981257453,0.8205961604094894,90,6,0.99,C,0.016499999999999997,26.0
171,9,86,0.30011749896390727,0.8080570753784612,83,5,0.98,A,0.014759036144578314,34.0
172,5,86,0.2687023801330105,0.8628540182765558,81,5,0.97,B,0.014969135802469134,39.0
173,3,86,0.3821541625807917,0.8755492469155666,93,5,0.99,C,0.013306451612903227,37.0
174,7,93,0.3808810096205436,0.8499212172906161,95,3,0.96,A,0.007578947368421052,61.0
175,8,95,0.2834137519107869,0.815310893921901,83,4,0.95,B,0.01144578313253012,46.0
176,8,95,0.29697196697115186,0.8534636328619133,75,3,0.96,C,0.0096,57.0
177,6,92,0.33197397128513023,0.8052509332969231,89,4,0.98,A,0.01101123595505618,42.0
178,2,86,0.3098635468004836,0.86733373291051,92,4,0.95,B,0.010326086956521738,53.0
179,9,88,0.27526127334061706,0.8149539325295705,77,6,0.96,C,0.0187012987012987,28.0
180,9,87,0.30644992610192834,0.8579870010786154,92,5,0.95,A,0.012907608695652174,42.0
181,9,89,0.28206232141715715,0.8801834430691472,82,6,0.96,B,0.017560975609756096,34.0
182,8,89,0.3563702692479172,0.8651609424210006,76,5,0.95,C,0.015625,32.0
183,9,92,0.26522245501269626,0.8798165978807692,81,6,0.99,A,0.018333333333333333,33.0
184,3,91,0.36972937995641486,0.8293302518621846,79,3,0.99,B,0.00939873417721519,48.0
185,3,86,0.27938392894818315,0.8074145018712604,83,6,0.99,C,0.01789156626506024,29.0
186,3,91,0.3344416690295063,0.8634270179093053,79,6,0.96,A,0.018227848101265823,29.0
187,5,95,0.27506208790621195,0.8514103305620755,83,4,0.95,B,0.01144578313253012,50.0
188,2,90,0.3051620059799639,0.8983840344706165,94,6,0.98,C,0.015638297872340425,37.0
189,8,91,0.3820163799877987,0.8816615066710115,87,4,0.98,A,0.011264367816091954,44.0
190,1,89,0.4,0.8218702754742211,81,6,0.97,B,0.017962962962962965,23.0
191,6,86,0.28006844945076315,0.871908979787646,94,4,0.99,C,0.01053191489361702,56.0
192,4,89,0.27230629303474835,0.8110271778261968,77,5,0.98,A,0.01590909090909091,33.0
193,1,88,0.27963642788192994,0.8415402565864919,85,5,0.95,B,0.013970588235294118,40.0
194,7,94,0.27808389293789526,0.8110465668645239,83,5,0.99,C,0.014909638554216868,35.0
195,6,92,0.26643139054702,0.8890838071928172,72,3,0.98,A,0.010208333333333333,60.0
196,9,87,0.34875930338935135,0.8432740442011586,95,6,0.95,B,0.014999999999999998,32.0
197,6,91,0.2777517987940758,0.8473160069179614,70,3,0.97,C,0.010392857142857143,54.0
198,9,89,0.3346063097357928,0.8687801234387246,75,5,0.99,A,0.0165,32.0
199,3,88,0.3044847880374211,0.8052364358314139,83,5,0.95,B,0.01430722891566265,34.0
