v,ta,td,sa,sd,E,P,¦Ç,¦µ,¦¤,k
42,6,90,0.35154490183279963,0.8065363375972985,88,6,0.99,A,0.016874999999999998,26.0
43,4,88,0.32647075482333726,0.8578345053759253,84,5,0.99,B,0.014732142857142857,36.0
44,5,86,0.3707205257439322,0.8132729729733859,92,4,0.97,C,0.010543478260869566,41.0
45,2,88,0.32403214822437376,0.8023578379002514,83,3,0.99,A,0.00894578313253012,53.0
46,3,86,0.39575790052982907,0.8932396304255987,85,3,0.97,B,0.008558823529411765,58.0
47,2,89,0.28356995318473704,0.8282394120133636,94,3,0.96,C,0.007659574468085106,71.0
48,7,88,0.2601744480178572,0.85117602864128,70,5,0.97,A,0.01732142857142857,34.0
49,3,94,0.2994336827895265,0.8888554014005323,71,4,0.99,B,0.013943661971830985,42.0
50,2,89,0.3105677244049568,0.8120363239678017,86,3,0.98,C,0.008546511627906976,58.0
51,7,94,0.37445706014825286,0.8092158293379318,74,3,0.96,A,0.00972972972972973,44.0
52,2,91,0.35597930241548137,0.8279687059380241,89,4,0.96,B,0.010786516853932584,43.0
53,5,87,0.3336082119390557,0.8395892094671891,77,6,0.95,C,0.018506493506493506,27.0
54,6,93,0.3437801855156144,0.8929049851160177,81,4,0.99,A,0.012222222222222223,44.0
55,5,87,0.39715886264574174,0.864959080612576,85,3,0.98,B,0.008647058823529412,54.0
56,4,88,0.3592496540639184,0.8497847108398344,88,6,0.95,C,0.016193181818181815,30.0
57,7,87,0.3384007179268297,0.830643413126578,95,6,0.99,A,0.01563157894736842,31.0
58,5,95,0.3169496776041577,0.8883445510757784,88,3,0.99,B,0.008437499999999999,67.0
59,3,86,0.28371793222760217,0.8487127636218845,80,5,0.95,C,0.01484375,38.0
60,7,93,0.2746313827095624,0.8130308082770961,71,4,0.98,A,0.01380281690140845,39.0
61,1,89,0.2652471196851888,0.8601421141111304,91,4,0.95,B,0.010439560439560439,56.0
62,8,86,0.2643282174984784,0.8954506657259029,71,5,0.97,C,0.017077464788732392,36.0
63,9,89,0.27954632027950427,0.8097677411540299,91,6,0.99,A,0.01631868131868132,32.0
64,1,95,0.3194188645460524,0.8113558943010925,94,4,0.99,B,0.01053191489361702,46.0
65,1,88,0.3488986198562679,0.807658910534941,73,3,0.95,C,0.009760273972602738,47.0
66,4,92,0.25912568905746775,0.8638395591824696,84,6,0.97,A,0.01732142857142857,34.0
67,2,86,0.31352538572335265,0.870894616877954,71,3,0.99,B,0.010457746478873238,53.0
68,6,91,0.3445436648832568,0.8452491069537906,78,6,0.95,C,0.018269230769230767,27.0
69,8,95,0.33562607198663197,0.8470395278067534,74,4,0.97,A,0.013108108108108108,39.0
70,7,94,0.3838874813176194,0.843582581412078,88,3,0.95,B,0.008096590909090907,56.0
71,6,95,0.35255127206063086,0.8980281005607961,76,3,0.96,C,0.009473684210526315,57.0
72,2,90,0.32408235569276145,0.8539983943250883,81,5,0.99,A,0.015277777777777779,34.0
73,8,90,0.30236990672841946,0.8442205976331107,78,3,0.97,B,0.009326923076923078,58.0
74,6,88,0.3149336108143267,0.8409685882746912,82,5,0.96,C,0.014634146341463414,35.0
75,8,90,0.3211083560473748,0.8802896209988745,93,3,0.99,A,0.007983870967741934,70.0
76,3,94,0.3050518858040573,0.893236087696634,74,3,0.95,B,0.009628378378378377,61.0
77,1,88,0.2976001380562661,0.8391933753469434,95,3,0.99,C,0.00781578947368421,69.0
78,4,91,0.3040658177507436,0.8599949372468039,86,6,0.95,A,0.016569767441860464,33.0
79,5,93,0.31598222176271445,0.8731515633779926,76,4,0.96,B,0.01263157894736842,44.0
80,6,89,0.3730899794674428,0.806271247633021,74,4,0.98,C,0.013243243243243243,32.0
81,2,94,0.2937316592903709,0.8738138165668419,78,5,0.97,A,0.015544871794871793,37.0
82,9,87,0.28182273724222556,0.8383731684324294,93,6,0.95,B,0.015322580645161288,36.0
83,6,86,0.2805379332960674,0.8029970448033343,81,3,0.99,C,0.009166666666666667,56.0
84,1,93,0.2621139947967584,0.8789262746958745,91,3,0.99,A,0.00815934065934066,75.0
85,4,95,0.270357338148568,0.8800137455812714,80,3,0.96,B,0.009,67.0
86,7,88,0.32235242996119745,0.8886987355542062,91,3,0.99,C,0.00815934065934066,69.0
87,9,88,0.3849188312117283,0.8440907274124344,87,4,0.97,A,0.011149425287356322,41.0
88,3,94,0.39038511680477117,0.8115555107232162,93,4,0.97,B,0.01043010752688172,40.0
89,9,91,0.28820861799577746,0.805052450019058,88,4,0.98,C,0.011136363636363637,46.0
90,7,86,0.39511125567803523,0.869287277398748,90,3,0.95,A,0.007916666666666666,59.0
91,5,89,0.3096397500570486,0.806491654438084,81,3,0.98,B,0.009074074074074075,54.0
92,3,89,0.3162138099749787,0.8439188984444466,77,5,0.96,C,0.015584415584415584,33.0
93,1,92,0.37497638177535886,0.8093355632782737,94,5,0.95,A,0.012632978723404254,34.0
94,3,90,0.25972777001442526,0.8177371564666112,82,3,0.99,B,0.009054878048780487,61.0
95,1,92,0.2839743187550364,0.8072478089188775,74,5,0.95,C,0.016047297297297296,32.0
96,9,86,0.3496809451801112,0.8580158271912359,88,3,0.99,A,0.008437499999999999,60.0
97,8,90,0.36119811291536136,0.8992052856081634,81,5,0.97,B,0.014969135802469134,35.0
98,6,91,0.35948736724871583,0.8064160045207875,90,4,0.96,C,0.010666666666666666,41.0
99,2,91,0.28423938138359744,0.8603584013151756,74,5,0.99,A,0.016722972972972972,34.0
100,2,93,0.3618079189236897,0.8839887489432434,82,6,0.95,B,0.017378048780487803,30.0
101,2,91,0.2608275022925894,0.8340217768462939,87,3,0.99,C,0.008534482758620688,67.0
102,4,90,0.287820114525439,0.8801835469246645,71,6,0.96,A,0.02028169014084507,29.0
103,2,87,0.28125835708494196,0.8180519324996816,74,5,0.96,B,0.016216216216216217,33.0
104,5,89,0.37111254199347654,0.8218029634716418,85,4,0.98,C,0.011529411764705882,39.0
105,5,95,0.287902217291623,0.8639957173004176,80,4,0.95,A,0.011875,48.0
106,6,92,0.3405648230190903,0.8478547859836255,77,3,0.99,B,0.009642857142857142,52.0
107,6,93,0.31971944729442286,0.8731597304620825,95,3,0.98,C,0.007736842105263157,71.0
108,4,87,0.2930974384614858,0.891087362046627,84,3,0.97,A,0.008660714285714285,69.0
109,3,92,0.32124507857949647,0.8536583560018097,80,6,0.98,B,0.018375,28.0
110,9,86,0.38660228610358327,0.8377009632034836,86,3,0.96,C,0.008372093023255813,53.0
111,1,94,0.382617984923718,0.8444264650521652,76,3,0.96,A,0.009473684210526315,48.0
112,8,92,0.25,0.8142341617565768,86,6,0.96,B,0.016744186046511626,33.0
113,6,86,0.3381765215795416,0.8364924124053009,81,6,0.98,C,0.01814814814814815,27.0
114,6,90,0.33909016544391746,0.8141846684081624,88,5,0.98,A,0.013920454545454547,34.0
115,6,87,0.27778692195190763,0.8110913651331422,74,5,0.95,B,0.016047297297297296,33.0
116,7,88,0.3309392639490221,0.8068885275676081,84,5,0.95,C,0.014136904761904762,33.0
117,3,93,0.3085812350610805,0.815169422761021,70,3,0.98,A,0.0105,48.0
118,7,95,0.3531625054749852,0.8517565646084831,74,4,0.98,B,0.013243243243243243,37.0
119,4,90,0.30747898644821275,0.814416929726234,84,4,0.95,C,0.01130952380952381,44.0
120,7,92,0.27665207246819745,0.8936762936662004,73,3,0.96,A,0.009863013698630137,62.0
121,5,89,0.315270512714223,0.8890068146983496,88,4,0.98,B,0.011136363636363637,51.0
122,9,88,0.27314279860903407,0.88641634678893,94,3,0.96,C,0.007659574468085106,80.0
123,2,87,0.39634431419775673,0.895707836192652,94,4,0.98,A,0.010425531914893617,47.0
124,4,95,0.33047903204670304,0.8496223146583136,95,4,0.98,B,0.01031578947368421,50.0
125,9,91,0.25983281450070195,0.8063357675443965,88,4,0.95,C,0.010795454545454546,50.0
126,4,87,0.32655194771769747,0.8117036948359032,89,5,0.95,A,0.013342696629213483,36.0
127,7,93,0.3834962045354065,0.8258778872552194,70,5,0.99,B,0.01767857142857143,25.0
128,7,93,0.35056312718086,0.8884322541380917,78,3,0.96,C,0.00923076923076923,58.0
129,4,86,0.2736223686588442,0.8442087513492705,80,3,0.95,A,0.00890625,64.0
130,5,88,0.33726791092360925,0.829327263283572,85,4,0.98,B,0.011529411764705882,42.0
131,7,94,0.34967449987415755,0.8241957282980418,73,3,0.97,C,0.009965753424657534,47.0
132,5,93,0.2511223879183646,0.8280801423598947,71,6,0.95,A,0.020070422535211265,28.0
133,8,91,0.2906351155733954,0.814606769770914,89,5,0.99,B,0.013904494382022473,37.0
134,9,93,0.2909580375581229,0.8531688515073144,72,5,0.98,C,0.01701388888888889,33.0
135,4,87,0.2574518134378245,0.8681579509688302,80,3,0.96,A,0.009,67.0
136,5,93,0.3153445698048979,0.8697371747695013,88,6,0.97,B,0.01653409090909091,33.0
137,8,91,0.3023521410576888,0.8381025991723218,74,3,0.95,C,0.009628378378378377,55.0
138,6,88,0.2542636188745244,0.8079061173038113,84,4,0.95,A,0.01130952380952381,48.0
139,2,95,0.38900878134520556,0.8849607507080618,75,6,0.98,B,0.0196,25.0
140,7,94,0.38980866484296384,0.8144560835098036,91,3,0.98,C,0.008076923076923077,52.0
141,2,91,0.27585388956193446,0.8045312950851787,80,6,0.99,A,0.0185625,28.0
142,2,89,0.2824664174628974,0.8284533750754793,81,5,0.98,B,0.015123456790123458,36.0
143,3,87,0.3186912269935962,0.8904417069707631,85,4,0.95,C,0.011176470588235293,51.0
144,4,90,0.34676244438780823,0.862359299931795,71,6,0.99,A,0.020915492957746477,24.0
145,2,90,0.3027257467727372,0.8168374812800395,74,3,0.99,B,0.010033783783783784,51.0
146,3,88,0.2757837364844765,0.8179838773628233,80,3,0.95,C,0.00890625,60.0
147,3,95,0.37982700882956394,0.8687021991133184,72,6,0.97,A,0.020208333333333335,24.0
148,2,94,0.2867892827938696,0.8910228806071915,84,5,0.97,B,0.014434523809523809,41.0
149,8,90,0.3377577774241572,0.8457285332523542,76,6,0.96,C,0.01894736842105263,26.0
150,2,91,0.27028571010450253,0.8762176979369218,86,5,0.96,A,0.013953488372093023,43.0
151,1,95,0.3157448532150605,0.8548364552731194,83,5,0.96,B,0.014457831325301203,37.0
152,7,87,0.3163379284966591,0.8704408584465865,83,3,0.99,C,0.00894578313253012,61.0
153,9,91,0.25046586338504445,0.8,94,4,0.95,A,0.010106382978723403,54.0
154,3,90,0.36766897461680836,0.8387070824198233,73,4,0.99,B,0.013561643835616439,34.0
155,1,87,0.36318677370255004,0.8514184911116451,88,5,0.98,C,0.013920454545454547,35.0
156,6,91,0.364631705130615,0.8118593251780482,80,4,0.99,A,0.012375,36.0
157,2,86,0.2815312545858133,0.8856993209788313,70,3,0.95,B,0.010178571428571427,59.0
158,6,95,0.3653487792228326,0.8366284703954643,71,6,0.98,C,0.020704225352112676,22.0
159,4,86,0.29944310389084805,0.8060771215328646,94,6,0.97,A,0.01547872340425532,32.0
160,3,89,0.37770670859183464,0.816822985730086,89,6,0.97,B,0.016348314606741573,26.0
161,7,87,0.2758371410451468,0.8217355905322903,91,4,0.95,C,0.010439560439560439,52.0
162,9,92,0.25224407832039897,0.8245920783787292,70,5,0.99,A,0.01767857142857143,32.0
163,2,94,0.2518931110318265,0.8262448802426365,94,3,0.95,B,0.007579787234042552,75.0
164,6,90,0.27687175606203374,0.8543190172445146,74,6,0.99,C,0.020067567567567567,28.0
165,9,94,0.33296533491577396,0.8331626023461943,84,3,0.97,A,0.008660714285714285,57.0
166,7,88,0.3918278709380315,0.884995996289611,82,5,0.97,B,0.014786585365853658,33.0
167,7,91,0.3410028967929224,0.8600880582583365,75,5,0.96,C,0.016,32.0
168,1,89,0.25985505587919283,0.8469530616549386,73,3,0.97,A,0.009965753424657534,58.0
169,9,93,0.3055585444399283,0.870453799443635,93,5,0.98,B,0.013172043010752688,42.0
170,8,90,0.38393388297861364,0.868452580245994,80,5,0.95,C,0.01484375,32.0
171,5,92,0.28061483720308367,0.8174364712514564,94,4,0.96,A,0.010212765957446808,52.0
172,2,91,0.3314119227557598,0.8371170017422259,76,6,0.97,B,0.019144736842105263,26.0
173,7,86,0.36432627863172384,0.8092650866552933,82,5,0.95,C,0.014481707317073171,30.0
174,6,92,0.3878809861935283,0.8550057371659421,72,6,0.98,A,0.020416666666666666,22.0
175,8,86,0.39570128599063215,0.890751622715001,78,4,0.97,B,0.012435897435897436,39.0
176,6,87,0.3709577072571574,0.8755690470961837,70,4,0.95,C,0.013571428571428571,37.0
177,3,90,0.3976957443988558,0.8596209085718932,91,5,0.99,A,0.0135989010989011,33.0
178,6,92,0.35614560238099247,0.8518670359591474,89,4,0.98,B,0.01101123595505618,45.0
179,6,95,0.304002281571035,0.867181543306749,79,4,0.99,C,0.012531645569620253,44.0
180,6,88,0.3748721778081375,0.8401625446413067,79,3,0.98,A,0.00930379746835443,50.0
181,6,92,0.2754154800141203,0.8574809641227185,78,4,0.99,B,0.012692307692307692,45.0
182,6,95,0.25816071042975286,0.8359807510751113,93,4,0.96,C,0.01032258064516129,55.0
183,8,92,0.39817761654361894,0.8249108386272951,86,6,0.98,A,0.017093023255813952,24.0
184,7,95,0.3829899374876422,0.8891525715152859,82,6,0.98,B,0.01792682926829268,28.0
185,8,93,0.31157633900964266,0.8689722508264679,76,5,0.98,C,0.01611842105263158,34.0
186,8,87,0.3555761311402051,0.8892700189180838,94,6,0.98,A,0.015638297872340425,34.0
187,6,92,0.36673918298732605,0.8098574578365257,81,3,0.96,B,0.008888888888888889,49.0
188,5,93,0.2886960173527932,0.8858507114512174,85,5,0.97,C,0.01426470588235294,41.0
189,8,92,0.3032794641946935,0.863901119469348,91,6,0.97,A,0.01598901098901099,35.0
190,6,88,0.393661890423271,0.8634850498824264,73,4,0.99,B,0.013561643835616439,34.0
191,8,95,0.34901364770168053,0.8337797262800903,75,4,0.97,C,0.012933333333333333,37.0
192,5,88,0.33542291552345516,0.8311506918101093,71,3,0.99,A,0.010457746478873238,47.0
193,9,94,0.3356196708697511,0.8234999738180153,94,6,0.99,B,0.01579787234042553,30.0
194,1,91,0.3335512298418568,0.829867988214002,86,3,0.99,C,0.008633720930232557,57.0
195,7,91,0.27352443345540456,0.8818914958444678,77,5,0.95,A,0.015422077922077922,39.0
196,1,93,0.3936197561358797,0.8283121296438264,77,6,0.98,B,0.01909090909090909,22.0
197,1,89,0.3854805027749694,0.8713153962559242,85,5,0.96,C,0.014117647058823528,34.0
198,5,91,0.303230663027631,0.8638029651764583,74,4,0.99,A,0.013378378378378379,41.0
199,8,93,0.31477327716767106,0.8720922961517912,90,5,0.97,B,0.01347222222222222,41.0
