Key,Lower,Value,Upper,Fixed,Stale,Domain
"(1,52)",0,1,1,FALSE,FALSE,Binary
"(1,53)",0,1,1,FALSE,FALSE,Binary
"(1,54)",0,1,1,FALSE,FALSE,Binary
"(1,55)",0,1,1,FALSE,FALSE,Binary
"(1,56)",0,1,1,FALSE,FALSE,Binary
"(1,57)",0,1,1,FALSE,FALSE,Binary
"(1,58)",0,1,1,FALSE,FALSE,Binary
"(1,59)",0,0,1,FALSE,FALSE,Binary
"(1,60)",0,0,1,FALSE,FALSE,Binary
"(1,61)",0,0,1,FALSE,FALSE,Binary
"(1,62)",0,0,1,FALSE,FALSE,Binary
"(1,63)",0,0,1,FALSE,FALSE,Binary
"(1,64)",0,1,1,FALSE,FALSE,Binary
"(1,65)",0,0,1,FALSE,FALSE,Binary
"(1,66)",0,0,1,FALSE,FALSE,Binary
"(1,67)",0,0,1,FALSE,FALSE,Binary
"(1,68)",0,0,1,FALSE,FALSE,Binary
"(1,69)",0,1,1,FALSE,FALSE,Binary
"(1,70)",0,1,1,FALSE,FALSE,Binary
"(1,71)",0,1,1,FALSE,FALSE,Binary
"(1,72)",0,1,1,FALSE,FALSE,Binary
"(1,73)",0,0,1,FALSE,FALSE,Binary
"(1,74)",0,0,1,TRUE,TRUE,Binary
"(1,75)",0,0,1,TRUE,TRUE,Binary
"(1,76)",0,0,1,TRUE,TRUE,Binary
"(1,77)",0,0,1,TRUE,TRUE,Binary
"(1,78)",0,0,1,TRUE,TRUE,Binary
"(1,79)",0,0,1,TRUE,TRUE,Binary
"(1,80)",0,0,1,TRUE,TRUE,Binary
"(1,81)",0,0,1,TRUE,TRUE,Binary
"(1,82)",0,0,1,TRUE,TRUE,Binary
"(1,83)",0,0,1,TRUE,TRUE,Binary
"(1,84)",0,0,1,TRUE,TRUE,Binary
"(1,85)",0,0,1,TRUE,TRUE,Binary
"(1,86)",0,0,1,TRUE,TRUE,Binary
"(1,87)",0,0,1,TRUE,TRUE,Binary
"(1,88)",0,0,1,TRUE,TRUE,Binary
"(1,89)",0,0,1,TRUE,TRUE,Binary
"(1,90)",0,0,1,TRUE,TRUE,Binary
"(1,91)",0,0,1,TRUE,TRUE,Binary
"(1,92)",0,0,1,TRUE,TRUE,Binary
"(1,93)",0,0,1,TRUE,TRUE,Binary
"(1,94)",0,0,1,TRUE,TRUE,Binary
"(1,95)",0,0,1,TRUE,TRUE,Binary
"(1,96)",0,0,1,TRUE,TRUE,Binary
"(2,1)",0,0,1,TRUE,TRUE,Binary
"(2,2)",0,0,1,TRUE,TRUE,Binary
"(2,3)",0,0,1,TRUE,TRUE,Binary
"(2,4)",0,0,1,TRUE,TRUE,Binary
"(2,5)",0,0,1,TRUE,TRUE,Binary
"(2,6)",0,0,1,TRUE,TRUE,Binary
"(2,7)",0,0,1,TRUE,TRUE,Binary
"(2,8)",0,0,1,TRUE,TRUE,Binary
"(2,9)",0,0,1,TRUE,TRUE,Binary
"(2,10)",0,0,1,TRUE,TRUE,Binary
"(2,11)",0,0,1,TRUE,TRUE,Binary
"(2,12)",0,0,1,TRUE,TRUE,Binary
"(2,13)",0,0,1,TRUE,TRUE,Binary
"(2,14)",0,0,1,TRUE,TRUE,Binary
"(2,15)",0,0,1,TRUE,TRUE,Binary
"(2,16)",0,0,1,TRUE,TRUE,Binary
"(2,17)",0,0,1,TRUE,TRUE,Binary
"(2,18)",0,0,1,TRUE,TRUE,Binary
"(2,19)",0,0,1,TRUE,TRUE,Binary
"(2,20)",0,0,1,TRUE,TRUE,Binary
"(2,21)",0,0,1,TRUE,TRUE,Binary
"(2,22)",0,0,1,TRUE,TRUE,Binary
"(2,23)",0,0,1,TRUE,TRUE,Binary
"(2,24)",0,0,1,TRUE,TRUE,Binary
"(2,25)",0,0,1,TRUE,TRUE,Binary
"(2,26)",0,0,1,TRUE,TRUE,Binary
"(2,27)",0,0,1,TRUE,TRUE,Binary
"(2,28)",0,0,1,TRUE,TRUE,Binary
"(2,29)",0,0,1,FALSE,FALSE,Binary
"(2,30)",0,0,1,FALSE,FALSE,Binary
"(2,31)",0,0,1,FALSE,FALSE,Binary
"(2,32)",0,1,1,FALSE,FALSE,Binary
"(2,33)",0,1,1,FALSE,FALSE,Binary
"(2,34)",0,1,1,FALSE,FALSE,Binary
"(2,35)",0,1,1,FALSE,FALSE,Binary
"(2,36)",0,1,1,FALSE,FALSE,Binary
"(2,37)",0,1,1,FALSE,FALSE,Binary
"(2,38)",0,1,1,FALSE,FALSE,Binary
"(2,39)",0,1,1,FALSE,FALSE,Binary
"(2,40)",0,1,1,FALSE,FALSE,Binary
"(2,41)",0,0,1,FALSE,FALSE,Binary
"(2,42)",0,1,1,FALSE,FALSE,Binary
"(2,43)",0,1,1,FALSE,FALSE,Binary
"(2,44)",0,1,1,FALSE,FALSE,Binary
"(2,45)",0,1,1,FALSE,FALSE,Binary
"(2,46)",0,1,1,FALSE,FALSE,Binary
"(2,47)",0,1,1,FALSE,FALSE,Binary
"(2,48)",0,1,1,FALSE,FALSE,Binary
"(2,49)",0,0,1,FALSE,FALSE,Binary
"(2,50)",0,0,1,FALSE,FALSE,Binary
"(2,51)",0,1,1,FALSE,FALSE,Binary
"(2,52)",0,1,1,FALSE,FALSE,Binary
"(2,53)",0,1,1,FALSE,FALSE,Binary
"(2,54)",0,1,1,FALSE,FALSE,Binary
"(2,55)",0,1,1,FALSE,FALSE,Binary
"(2,56)",0,1,1,FALSE,FALSE,Binary
"(2,57)",0,1,1,FALSE,FALSE,Binary
"(2,58)",0,0,1,FALSE,FALSE,Binary
"(2,59)",0,0,1,FALSE,FALSE,Binary
"(2,60)",0,1,1,FALSE,FALSE,Binary
"(2,61)",0,0,1,FALSE,FALSE,Binary
"(2,62)",0,0,1,FALSE,FALSE,Binary
"(2,63)",0,0,1,FALSE,FALSE,Binary
"(2,64)",0,1,1,FALSE,FALSE,Binary
"(2,65)",0,0,1,FALSE,FALSE,Binary
"(2,66)",0,1,1,FALSE,FALSE,Binary
"(2,67)",0,0,1,FALSE,FALSE,Binary
"(2,68)",0,0,1,FALSE,FALSE,Binary
"(2,69)",0,1,1,FALSE,FALSE,Binary
"(2,70)",0,1,1,FALSE,FALSE,Binary
"(2,71)",0,0,1,TRUE,TRUE,Binary
"(2,72)",0,0,1,TRUE,TRUE,Binary
"(2,73)",0,0,1,TRUE,TRUE,Binary
"(2,74)",0,0,1,TRUE,TRUE,Binary
"(2,75)",0,0,1,TRUE,TRUE,Binary
"(2,76)",0,0,1,TRUE,TRUE,Binary
"(2,77)",0,0,1,TRUE,TRUE,Binary
"(2,78)",0,0,1,TRUE,TRUE,Binary
"(2,79)",0,0,1,TRUE,TRUE,Binary
"(2,80)",0,0,1,TRUE,TRUE,Binary
"(2,81)",0,0,1,TRUE,TRUE,Binary
"(2,82)",0,0,1,TRUE,TRUE,Binary
"(2,83)",0,0,1,TRUE,TRUE,Binary
"(2,84)",0,0,1,TRUE,TRUE,Binary
"(2,85)",0,0,1,TRUE,TRUE,Binary
"(2,86)",0,0,1,TRUE,TRUE,Binary
"(2,87)",0,0,1,TRUE,TRUE,Binary
"(2,88)",0,0,1,TRUE,TRUE,Binary
"(2,89)",0,0,1,TRUE,TRUE,Binary
"(2,90)",0,0,1,TRUE,TRUE,Binary
"(2,91)",0,0,1,TRUE,TRUE,Binary
"(2,92)",0,0,1,TRUE,TRUE,Binary
"(2,93)",0,0,1,TRUE,TRUE,Binary
"(2,94)",0,0,1,TRUE,TRUE,Binary
"(2,95)",0,0,1,TRUE,TRUE,Binary
"(2,96)",0,0,1,TRUE,TRUE,Binary
"(3,1)",0,0,1,TRUE,TRUE,Binary
"(3,2)",0,0,1,TRUE,TRUE,Binary
"(3,3)",0,0,1,TRUE,TRUE,Binary
"(3,4)",0,0,1,TRUE,TRUE,Binary
"(3,5)",0,0,1,FALSE,FALSE,Binary
"(3,6)",0,0,1,FALSE,FALSE,Binary
"(3,7)",0,0,1,FALSE,FALSE,Binary
"(3,8)",0,0,1,FALSE,FALSE,Binary
"(3,9)",0,0,1,FALSE,FALSE,Binary
"(3,10)",0,0,1,FALSE,FALSE,Binary
"(3,11)",0,0,1,FALSE,FALSE,Binary
"(3,12)",0,0,1,FALSE,FALSE,Binary
"(3,13)",0,0,1,FALSE,FALSE,Binary
"(3,14)",0,0,1,FALSE,FALSE,Binary
"(3,15)",0,0,1,FALSE,FALSE,Binary
"(3,16)",0,0,1,FALSE,FALSE,Binary
"(3,17)",0,0,1,FALSE,FALSE,Binary
"(3,18)",0,0,1,FALSE,FALSE,Binary
"(3,19)",0,0,1,FALSE,FALSE,Binary
"(3,20)",0,0,1,FALSE,FALSE,Binary
"(3,21)",0,0,1,FALSE,FALSE,Binary
"(3,22)",0,0,1,FALSE,FALSE,Binary
"(3,23)",0,0,1,FALSE,FALSE,Binary
"(3,24)",0,0,1,FALSE,FALSE,Binary
"(3,25)",0,0,1,FALSE,FALSE,Binary
"(3,26)",0,0,1,FALSE,FALSE,Binary
"(3,27)",0,0,1,FALSE,FALSE,Binary
"(3,28)",0,0,1,FALSE,FALSE,Binary
"(3,29)",0,0,1,FALSE,FALSE,Binary
"(3,30)",0,0,1,FALSE,FALSE,Binary
"(3,31)",0,0,1,FALSE,FALSE,Binary
"(3,32)",0,1,1,FALSE,FALSE,Binary
"(3,33)",0,0,1,FALSE,FALSE,Binary
"(3,34)",0,0,1,FALSE,FALSE,Binary
"(3,35)",0,0,1,FALSE,FALSE,Binary
"(3,36)",0,0,1,FALSE,FALSE,Binary
"(3,37)",0,1,1,FALSE,FALSE,Binary
"(3,38)",0,1,1,FALSE,FALSE,Binary
"(3,39)",0,1,1,FALSE,FALSE,Binary
"(3,40)",0,0,1,FALSE,FALSE,Binary
"(3,41)",0,0,1,FALSE,FALSE,Binary
"(3,42)",0,0,1,FALSE,FALSE,Binary
"(3,43)",0,0,1,FALSE,FALSE,Binary
"(3,44)",0,0,1,FALSE,FALSE,Binary
"(3,45)",0,0,1,FALSE,FALSE,Binary
"(3,46)",0,1,1,FALSE,FALSE,Binary
"(3,47)",0,0,1,FALSE,FALSE,Binary
"(3,48)",0,0,1,FALSE,FALSE,Binary
"(3,49)",0,0,1,FALSE,FALSE,Binary
"(3,50)",0,0,1,FALSE,FALSE,Binary
"(3,51)",0,0,1,FALSE,FALSE,Binary
"(3,52)",0,0,1,FALSE,FALSE,Binary
"(3,53)",0,0,1,FALSE,FALSE,Binary
"(3,54)",0,1,1,FALSE,FALSE,Binary
"(3,55)",0,0,1,FALSE,FALSE,Binary
"(3,56)",0,0,1,FALSE,FALSE,Binary
"(3,57)",0,0,1,FALSE,FALSE,Binary
"(3,58)",0,1,1,FALSE,FALSE,Binary
"(3,59)",0,1,1,FALSE,FALSE,Binary
"(3,60)",0,0,1,FALSE,FALSE,Binary
"(3,61)",0,0,1,FALSE,FALSE,Binary
"(3,62)",0,0,1,FALSE,FALSE,Binary
"(3,63)",0,0,1,FALSE,FALSE,Binary
"(3,64)",0,1,1,FALSE,FALSE,Binary
"(3,65)",0,0,1,FALSE,FALSE,Binary
"(3,66)",0,0,1,FALSE,FALSE,Binary
"(3,67)",0,0,1,FALSE,FALSE,Binary
"(3,68)",0,0,1,FALSE,FALSE,Binary
"(3,69)",0,1,1,FALSE,FALSE,Binary
"(3,70)",0,1,1,FALSE,FALSE,Binary
"(3,71)",0,0,1,FALSE,FALSE,Binary
"(3,72)",0,1,1,FALSE,FALSE,Binary
"(3,73)",0,1,1,FALSE,FALSE,Binary
"(3,74)",0,0,1,FALSE,FALSE,Binary
"(3,75)",0,1,1,FALSE,FALSE,Binary
"(3,76)",0,0,1,FALSE,FALSE,Binary
"(3,77)",0,0,1,FALSE,FALSE,Binary
"(3,78)",0,0,1,FALSE,FALSE,Binary
"(3,79)",0,0,1,FALSE,FALSE,Binary
"(3,80)",0,1,1,FALSE,FALSE,Binary
"(3,81)",0,0,1,FALSE,FALSE,Binary
"(3,82)",0,0,1,FALSE,FALSE,Binary
"(3,83)",0,1,1,FALSE,FALSE,Binary
"(3,84)",0,1,1,FALSE,FALSE,Binary
"(3,85)",0,1,1,FALSE,FALSE,Binary
"(3,86)",0,1,1,FALSE,FALSE,Binary
"(3,87)",0,1,1,FALSE,FALSE,Binary
"(3,88)",0,1,1,FALSE,FALSE,Binary
"(3,89)",0,1,1,FALSE,FALSE,Binary
"(3,90)",0,1,1,FALSE,FALSE,Binary
"(3,91)",0,1,1,FALSE,FALSE,Binary
"(3,92)",0,1,1,FALSE,FALSE,Binary
"(3,93)",0,1,1,FALSE,FALSE,Binary
"(3,94)",0,1,1,FALSE,FALSE,Binary
"(3,95)",0,1,1,FALSE,FALSE,Binary
"(3,96)",0,0,1,TRUE,TRUE,Binary
"(4,1)",0,0,1,TRUE,TRUE,Binary
"(4,2)",0,0,1,TRUE,TRUE,Binary
"(4,3)",0,0,1,TRUE,TRUE,Binary
"(4,4)",0,0,1,TRUE,TRUE,Binary
"(4,5)",0,0,1,TRUE,TRUE,Binary
"(4,6)",0,0,1,TRUE,TRUE,Binary
"(4,7)",0,0,1,TRUE,TRUE,Binary
"(4,8)",0,0,1,TRUE,TRUE,Binary
"(4,9)",0,0,1,TRUE,TRUE,Binary
"(4,10)",0,0,1,TRUE,TRUE,Binary
"(4,11)",0,0,1,TRUE,TRUE,Binary
"(4,12)",0,0,1,TRUE,TRUE,Binary
"(4,13)",0,0,1,TRUE,TRUE,Binary
"(4,14)",0,0,1,TRUE,TRUE,Binary
"(4,15)",0,0,1,TRUE,TRUE,Binary
"(4,16)",0,0,1,FALSE,FALSE,Binary
"(4,17)",0,0,1,FALSE,FALSE,Binary
"(4,18)",0,0,1,FALSE,FALSE,Binary
"(4,19)",0,0,1,FALSE,FALSE,Binary
"(4,20)",0,0,1,FALSE,FALSE,Binary
"(4,21)",0,0,1,FALSE,FALSE,Binary
"(4,22)",0,0,1,FALSE,FALSE,Binary
"(4,23)",0,0,1,FALSE,FALSE,Binary
"(4,24)",0,0,1,FALSE,FALSE,Binary
"(4,25)",0,0,1,FALSE,FALSE,Binary
"(4,26)",0,0,1,FALSE,FALSE,Binary
"(4,27)",0,0,1,FALSE,FALSE,Binary
"(4,28)",0,0,1,FALSE,FALSE,Binary
"(4,29)",0,0,1,FALSE,FALSE,Binary
"(4,30)",0,0,1,FALSE,FALSE,Binary
"(4,31)",0,0,1,FALSE,FALSE,Binary
"(4,32)",0,1,1,FALSE,FALSE,Binary
"(4,33)",0,1,1,FALSE,FALSE,Binary
"(4,34)",0,1,1,FALSE,FALSE,Binary
"(4,35)",0,0,1,FALSE,FALSE,Binary
"(4,36)",0,1,1,FALSE,FALSE,Binary
"(4,37)",0,1,1,FALSE,FALSE,Binary
"(4,38)",0,1,1,FALSE,FALSE,Binary
"(4,39)",0,1,1,FALSE,FALSE,Binary
"(4,40)",0,1,1,FALSE,FALSE,Binary
"(4,41)",0,1,1,FALSE,FALSE,Binary
"(4,42)",0,1,1,FALSE,FALSE,Binary
"(4,43)",0,1,1,FALSE,FALSE,Binary
"(4,44)",0,1,1,FALSE,FALSE,Binary
"(4,45)",0,1,1,FALSE,FALSE,Binary
"(4,46)",0,1,1,FALSE,FALSE,Binary
"(4,47)",0,1,1,FALSE,FALSE,Binary
"(4,48)",0,1,1,FALSE,FALSE,Binary
"(4,49)",0,0,1,FALSE,FALSE,Binary
"(4,50)",0,0,1,FALSE,FALSE,Binary
"(4,51)",0,0,1,FALSE,FALSE,Binary
"(4,52)",0,0,1,FALSE,FALSE,Binary
"(4,53)",0,0,1,FALSE,FALSE,Binary
"(4,54)",0,1,1,FALSE,FALSE,Binary
"(4,55)",0,0,1,FALSE,FALSE,Binary
"(4,56)",0,0,1,FALSE,FALSE,Binary
"(4,57)",0,1,1,FALSE,FALSE,Binary
"(4,58)",0,0,1,FALSE,FALSE,Binary
"(4,59)",0,1,1,FALSE,FALSE,Binary
"(4,60)",0,1,1,FALSE,FALSE,Binary
"(4,61)",0,1,1,FALSE,FALSE,Binary
"(4,62)",0,1,1,FALSE,FALSE,Binary
"(4,63)",0,1,1,FALSE,FALSE,Binary
"(4,64)",0,1,1,FALSE,FALSE,Binary
"(4,65)",0,1,1,FALSE,FALSE,Binary
"(4,66)",0,1,1,FALSE,FALSE,Binary
"(4,67)",0,1,1,FALSE,FALSE,Binary
"(4,68)",0,1,1,FALSE,FALSE,Binary
"(4,69)",0,1,1,FALSE,FALSE,Binary
"(4,70)",0,1,1,FALSE,FALSE,Binary
"(4,71)",0,1,1,FALSE,FALSE,Binary
"(4,72)",0,1,1,FALSE,FALSE,Binary
"(4,73)",0,0,1,TRUE,TRUE,Binary
"(4,74)",0,0,1,TRUE,TRUE,Binary
"(4,75)",0,0,1,TRUE,TRUE,Binary
"(4,76)",0,0,1,TRUE,TRUE,Binary
"(4,77)",0,0,1,TRUE,TRUE,Binary
"(4,78)",0,0,1,TRUE,TRUE,Binary
"(4,79)",0,0,1,TRUE,TRUE,Binary
"(4,80)",0,0,1,TRUE,TRUE,Binary
"(4,81)",0,0,1,TRUE,TRUE,Binary
"(4,82)",0,0,1,TRUE,TRUE,Binary
"(4,83)",0,0,1,TRUE,TRUE,Binary
"(4,84)",0,0,1,TRUE,TRUE,Binary
"(4,85)",0,0,1,TRUE,TRUE,Binary
"(4,86)",0,0,1,TRUE,TRUE,Binary
"(4,87)",0,0,1,TRUE,TRUE,Binary
"(4,88)",0,0,1,TRUE,TRUE,Binary
"(4,89)",0,0,1,TRUE,TRUE,Binary
"(4,90)",0,0,1,TRUE,TRUE,Binary
"(4,91)",0,0,1,TRUE,TRUE,Binary
"(4,92)",0,0,1,TRUE,TRUE,Binary
"(4,93)",0,0,1,TRUE,TRUE,Binary
"(4,94)",0,0,1,TRUE,TRUE,Binary
"(4,95)",0,0,1,TRUE,TRUE,Binary
"(4,96)",0,0,1,TRUE,TRUE,Binary
"(5,1)",0,0,1,FALSE,FALSE,Binary
"(5,2)",0,0,1,FALSE,FALSE,Binary
"(5,3)",0,0,1,FALSE,FALSE,Binary
"(5,4)",0,0,1,FALSE,FALSE,Binary
"(5,5)",0,0,1,FALSE,FALSE,Binary
"(5,6)",0,0,1,FALSE,FALSE,Binary
"(5,7)",0,0,1,FALSE,FALSE,Binary
"(5,8)",0,0,1,FALSE,FALSE,Binary
"(5,9)",0,0,1,FALSE,FALSE,Binary
"(5,10)",0,0,1,FALSE,FALSE,Binary
"(5,11)",0,0,1,FALSE,FALSE,Binary
"(5,12)",0,0,1,FALSE,FALSE,Binary
"(5,13)",0,0,1,FALSE,FALSE,Binary
"(5,14)",0,0,1,FALSE,FALSE,Binary
"(5,15)",0,0,1,FALSE,FALSE,Binary
"(5,16)",0,0,1,FALSE,FALSE,Binary
"(5,17)",0,0,1,FALSE,FALSE,Binary
"(5,18)",0,0,1,FALSE,FALSE,Binary
"(5,19)",0,0,1,FALSE,FALSE,Binary
"(5,20)",0,0,1,FALSE,FALSE,Binary
"(5,21)",0,0,1,FALSE,FALSE,Binary
"(5,22)",0,0,1,FALSE,FALSE,Binary
"(5,23)",0,0,1,FALSE,FALSE,Binary
"(5,24)",0,0,1,FALSE,FALSE,Binary
"(5,25)",0,0,1,FALSE,FALSE,Binary
"(5,26)",0,0,1,FALSE,FALSE,Binary
"(5,27)",0,0,1,FALSE,FALSE,Binary
"(5,28)",0,0,1,FALSE,FALSE,Binary
"(5,29)",0,0,1,FALSE,FALSE,Binary
"(5,30)",0,0,1,FALSE,FALSE,Binary
"(5,31)",0,1,1,FALSE,FALSE,Binary
"(5,32)",0,0,1,FALSE,FALSE,Binary
"(5,33)",0,1,1,FALSE,FALSE,Binary
"(5,34)",0,0,1,FALSE,FALSE,Binary
"(5,35)",0,1,1,FALSE,FALSE,Binary
"(5,36)",0,1,1,FALSE,FALSE,Binary
"(5,37)",0,1,1,FALSE,FALSE,Binary
"(5,38)",0,1,1,FALSE,FALSE,Binary
"(5,39)",0,1,1,FALSE,FALSE,Binary
"(5,40)",0,1,1,FALSE,FALSE,Binary
"(5,41)",0,1,1,FALSE,FALSE,Binary
"(5,42)",0,1,1,FALSE,FALSE,Binary
"(5,43)",0,1,1,FALSE,FALSE,Binary
"(5,44)",0,1,1,FALSE,FALSE,Binary
"(5,45)",0,1,1,FALSE,FALSE,Binary
"(5,46)",0,1,1,FALSE,FALSE,Binary
"(5,47)",0,1,1,FALSE,FALSE,Binary
"(5,48)",0,1,1,FALSE,FALSE,Binary
"(5,49)",0,1,1,FALSE,FALSE,Binary
"(5,50)",0,1,1,FALSE,FALSE,Binary
"(5,51)",0,1,1,FALSE,FALSE,Binary
"(5,52)",0,1,1,FALSE,FALSE,Binary
"(5,53)",0,1,1,FALSE,FALSE,Binary
"(5,54)",0,1,1,FALSE,FALSE,Binary
"(5,55)",0,0,1,FALSE,FALSE,Binary
"(5,56)",0,0,1,FALSE,FALSE,Binary
"(5,57)",0,1,1,FALSE,FALSE,Binary
"(5,58)",0,1,1,FALSE,FALSE,Binary
"(5,59)",0,1,1,FALSE,FALSE,Binary
"(5,60)",0,1,1,FALSE,FALSE,Binary
"(5,61)",0,1,1,FALSE,FALSE,Binary
"(5,62)",0,1,1,FALSE,FALSE,Binary
"(5,63)",0,1,1,FALSE,FALSE,Binary
"(5,64)",0,1,1,FALSE,FALSE,Binary
"(5,65)",0,1,1,FALSE,FALSE,Binary
"(5,66)",0,1,1,FALSE,FALSE,Binary
"(5,67)",0,1,1,FALSE,FALSE,Binary
"(5,68)",0,1,1,FALSE,FALSE,Binary
"(5,69)",0,1,1,FALSE,FALSE,Binary
"(5,70)",0,1,1,FALSE,FALSE,Binary
"(5,71)",0,1,1,FALSE,FALSE,Binary
"(5,72)",0,1,1,FALSE,FALSE,Binary
"(5,73)",0,0,1,FALSE,FALSE,Binary
"(5,74)",0,1,1,FALSE,FALSE,Binary
"(5,75)",0,0,1,TRUE,TRUE,Binary
"(5,76)",0,0,1,TRUE,TRUE,Binary
"(5,77)",0,0,1,TRUE,TRUE,Binary
"(5,78)",0,0,1,TRUE,TRUE,Binary
"(5,79)",0,0,1,TRUE,TRUE,Binary
"(5,80)",0,0,1,TRUE,TRUE,Binary
"(5,81)",0,0,1,TRUE,TRUE,Binary
"(5,82)",0,0,1,TRUE,TRUE,Binary
"(5,83)",0,0,1,TRUE,TRUE,Binary
"(5,84)",0,0,1,TRUE,TRUE,Binary
"(5,85)",0,0,1,TRUE,TRUE,Binary
"(5,86)",0,0,1,TRUE,TRUE,Binary
"(5,87)",0,0,1,TRUE,TRUE,Binary
"(5,88)",0,0,1,TRUE,TRUE,Binary
"(5,89)",0,0,1,TRUE,TRUE,Binary
"(5,90)",0,0,1,TRUE,TRUE,Binary
"(5,91)",0,0,1,TRUE,TRUE,Binary
"(5,92)",0,0,1,TRUE,TRUE,Binary
"(5,93)",0,0,1,TRUE,TRUE,Binary
"(5,94)",0,0,1,TRUE,TRUE,Binary
"(5,95)",0,0,1,TRUE,TRUE,Binary
"(5,96)",0,0,1,TRUE,TRUE,Binary
"(6,1)",0,0,1,TRUE,TRUE,Binary
"(6,2)",0,0,1,TRUE,TRUE,Binary
"(6,3)",0,0,1,TRUE,TRUE,Binary
"(6,4)",0,0,1,TRUE,TRUE,Binary
"(6,5)",0,0,1,TRUE,TRUE,Binary
"(6,6)",0,0,1,TRUE,TRUE,Binary
"(6,7)",0,0,1,TRUE,TRUE,Binary
"(6,8)",0,0,1,TRUE,TRUE,Binary
"(6,9)",0,0,1,TRUE,TRUE,Binary
"(6,10)",0,0,1,TRUE,TRUE,Binary
"(6,11)",0,0,1,TRUE,TRUE,Binary
"(6,12)",0,0,1,TRUE,TRUE,Binary
"(6,13)",0,0,1,TRUE,TRUE,Binary
"(6,14)",0,0,1,TRUE,TRUE,Binary
"(6,15)",0,0,1,TRUE,TRUE,Binary
"(6,16)",0,0,1,TRUE,TRUE,Binary
"(6,17)",0,0,1,TRUE,TRUE,Binary
"(6,18)",0,0,1,TRUE,TRUE,Binary
"(6,19)",0,0,1,TRUE,TRUE,Binary
"(6,20)",0,0,1,TRUE,TRUE,Binary
"(6,21)",0,0,1,TRUE,TRUE,Binary
"(6,22)",0,0,1,TRUE,TRUE,Binary
"(6,23)",0,0,1,TRUE,TRUE,Binary
"(6,24)",0,0,1,TRUE,TRUE,Binary
"(6,25)",0,0,1,TRUE,TRUE,Binary
"(6,26)",0,0,1,TRUE,TRUE,Binary
"(6,27)",0,0,1,TRUE,TRUE,Binary
"(6,28)",0,0,1,TRUE,TRUE,Binary
"(6,29)",0,0,1,TRUE,TRUE,Binary
"(6,30)",0,0,1,FALSE,FALSE,Binary
"(6,31)",0,0,1,FALSE,FALSE,Binary
"(6,32)",0,1,1,FALSE,FALSE,Binary
"(6,33)",0,1,1,FALSE,FALSE,Binary
"(6,34)",0,0,1,FALSE,FALSE,Binary
"(6,35)",0,1,1,FALSE,FALSE,Binary
"(6,36)",0,1,1,FALSE,FALSE,Binary
