v,ta,td,sa,sd,E,P,¦Ç,¦µ,¦¤,k
34,8,88,0.3957597734702559,0.8206930075437147,83,6,0.95,A,0.01716867469879518,24.0
35,9,86,0.3699294504539332,0.8937810291148601,87,5,0.98,C,0.014080459770114944,37.0
36,6,87,0.254014946794852,0.8674516293320564,77,3,0.96,C,0.00935064935064935,65.0
37,2,87,0.2648824921502583,0.8725372364586608,94,3,0.99,C,0.007898936170212765,76.0
38,6,94,0.36905189088542234,0.8091763819366675,95,5,0.96,B,0.01263157894736842,34.0
39,1,91,0.32903681465966234,0.8827308638993081,73,4,0.96,B,0.013150684931506848,42.0
40,3,91,0.29610124295546014,0.8897362386802186,71,4,0.99,B,0.013943661971830985,42.0
41,5,95,0.3072493132175105,0.8073775761797569,93,5,0.99,C,0.013306451612903227,37.0
42,1,86,0.33990075592588465,0.8272779229810668,81,6,0.99,A,0.018333333333333333,26.0
43,3,90,0.35141831050979244,0.8493892396181238,78,4,0.98,C,0.012564102564102564,39.0
44,6,91,0.2901792196847436,0.8691559364945732,91,4,0.98,B,0.010769230769230769,53.0
45,5,89,0.25,0.8458787925790978,85,5,0.99,B,0.014558823529411765,40.0
46,4,95,0.39945060854003545,0.862132617833405,76,3,0.98,A,0.009671052631578947,47.0
47,3,89,0.26166014368430734,0.8872276604559362,94,5,0.95,B,0.012632978723404254,49.0
48,8,87,0.34033556504226187,0.8125227021598121,88,6,0.95,A,0.016193181818181815,29.0
49,1,94,0.34739758489993183,0.8278051865155375,83,4,0.99,C,0.011927710843373494,40.0
50,4,92,0.27321296785061217,0.8863587347204606,79,3,0.98,B,0.00930379746835443,65.0
51,4,94,0.3138772019293502,0.8267824922236906,92,4,0.96,B,0.010434782608695651,49.0
52,4,93,0.35937780602740865,0.893171691135103,91,6,0.97,C,0.01598901098901099,33.0
53,5,90,0.2615453513272397,0.8451986447089112,92,6,0.99,C,0.016141304347826086,36.0
54,7,92,0.31814622192601383,0.8669047322017439,88,5,0.99,B,0.0140625,39.0
55,7,94,0.3670849718011999,0.8899533118618195,76,4,0.96,B,0.01263157894736842,41.0
56,3,86,0.3728999868922018,0.8784325311586874,90,3,0.98,B,0.008166666666666666,61.0
57,1,91,0.2586326571404682,0.850562579957471,82,5,0.98,A,0.014939024390243904,39.0
58,7,94,0.33168463717508,0.8820522187665162,81,4,0.99,A,0.012222222222222223,45.0
59,5,93,0.3050167450821677,0.8541201142563157,71,6,0.97,A,0.020492957746478874,26.0
60,4,94,0.3480508237334966,0.8016295250372424,79,4,0.99,C,0.012531645569620253,36.0
61,7,88,0.353494320105225,0.823259368556255,87,5,0.98,B,0.014080459770114944,33.0
62,8,90,0.38711146512567784,0.8073798903778068,94,5,0.98,A,0.013031914893617023,32.0
63,9,89,0.3015961319253375,0.8305269856633943,79,6,0.98,B,0.01860759493670886,28.0
64,5,89,0.3966931040695922,0.8120155387708279,70,3,0.95,B,0.010178571428571427,40.0
65,8,90,0.3346380967526063,0.8780766785590592,80,3,0.97,A,0.009093750000000001,59.0
66,3,94,0.3884318136354675,0.8194382299952325,87,3,0.95,A,0.008189655172413792,52.0
67,9,95,0.33404465044584264,0.8972135467413969,85,3,0.96,A,0.008470588235294117,66.0
68,5,88,0.32350259357850586,0.8096951484383166,90,4,0.99,C,0.011,44.0
69,6,88,0.3720131652039771,0.8488964768371399,82,4,0.95,C,0.011585365853658536,41.0
70,9,95,0.3135439902516365,0.8085046954712499,75,4,0.99,B,0.0132,37.0
71,1,95,0.3926156481181523,0.8288511474762554,93,3,0.99,C,0.007983870967741934,54.0
72,9,88,0.2543200707192979,0.8924568839162256,92,5,0.99,C,0.01345108695652174,47.0
73,9,95,0.29825672824744776,0.8214801849447992,71,3,0.99,C,0.010457746478873238,50.0
74,9,86,0.3153666373576356,0.87328801961226,85,5,0.96,B,0.014117647058823528,39.0
75,3,88,0.3469904606212929,0.8037995909614806,95,3,0.97,A,0.007657894736842106,59.0
76,5,92,0.3566226461990533,0.8991395089381367,78,6,0.98,B,0.018846153846153846,28.0
77,4,91,0.312262644494303,0.8496908230429381,93,3,0.96,B,0.007741935483870968,69.0
78,4,91,0.3160506702509101,0.8691391514596093,89,4,0.96,C,0.010786516853932584,51.0
79,2,91,0.3097381644616299,0.8996645633726261,72,4,0.97,B,0.013472222222222222,43.0
80,6,93,0.36149774950308433,0.8935418161903973,73,6,0.98,A,0.020136986301369862,26.0
81,6,90,0.253453778840909,0.8444830189606586,92,4,0.95,C,0.010326086956521738,57.0
82,5,95,0.2778532949159698,0.8029566440144035,86,4,0.97,C,0.011279069767441861,46.0
83,6,91,0.37244976998385354,0.8709241713658609,89,6,0.98,C,0.016516853932584268,30.0
84,6,90,0.27822520327424005,0.8597396194999517,89,3,0.98,C,0.008258426966292134,70.0
85,5,93,0.3397762607707984,0.8887323876051084,76,6,0.95,C,0.01875,29.0
86,1,88,0.3174331745675636,0.8136920979921106,84,6,0.95,A,0.016964285714285713,29.0
87,3,93,0.3005473163785127,0.8024878495274745,90,5,0.96,C,0.013333333333333332,37.0
88,2,93,0.3290300804379608,0.8894302315606197,95,3,0.98,A,0.007736842105263157,72.0
89,6,91,0.30759761893524373,0.8686063007257251,91,4,0.98,B,0.010769230769230769,52.0
90,9,94,0.376653542336843,0.8153929319914794,76,5,0.95,A,0.015625,28.0
91,2,92,0.2730287495130934,0.8509777767005837,85,5,0.97,C,0.01426470588235294,40.0
92,4,86,0.2662749813902425,0.819969895064123,81,3,0.97,A,0.008981481481481483,61.0
93,9,93,0.3794571589754936,0.8410596366076227,82,5,0.98,B,0.014939024390243904,30.0
94,3,86,0.34755455929843443,0.8877979921622403,82,5,0.99,C,0.015091463414634148,35.0
95,4,86,0.3176125995933707,0.831603469883439,92,6,0.99,C,0.016141304347826086,31.0
96,1,92,0.32539403206970424,0.8064212974971242,71,6,0.95,C,0.020070422535211265,23.0
97,9,91,0.3134867666692641,0.8770726211383996,91,3,0.97,C,0.007994505494505495,70.0
98,5,95,0.2582180951728491,0.841220684923252,89,3,0.97,A,0.008174157303370786,71.0
99,2,92,0.33385667291400756,0.8204933691120407,73,5,0.99,B,0.016952054794520548,28.0
100,6,94,0.39473561033773735,0.8411126682084393,88,4,0.95,B,0.010795454545454546,41.0
101,6,88,0.28936040245617545,0.8397151692018396,72,3,0.95,C,0.009895833333333333,55.0
102,5,91,0.4,0.8809547850379305,79,4,0.96,A,0.012151898734177215,39.0
103,4,86,0.357427909829146,0.8308434121677785,78,3,0.95,C,0.009134615384615383,51.0
104,7,89,0.31093555284084234,0.8208852495819761,72,4,0.96,A,0.013333333333333332,38.0
105,6,94,0.33472947949646975,0.8016323452850395,72,3,0.97,B,0.010104166666666668,46.0
106,7,89,0.37151566740141195,0.8436213894061401,80,4,0.99,A,0.012375,38.0
107,8,95,0.32384904590761276,0.8057327688327195,81,6,0.99,C,0.018333333333333333,26.0
108,1,91,0.25971875206231565,0.8077080278515203,88,3,0.96,A,0.00818181818181818,66.0
109,8,90,0.3590639326377119,0.8107333483044089,79,5,0.99,C,0.015664556962025317,28.0
110,3,86,0.37940472695951577,0.8924894364162081,82,5,0.95,B,0.014481707317073171,35.0
111,8,92,0.2880962224841861,0.8427252664794752,93,3,0.99,C,0.007983870967741934,69.0
112,6,88,0.34316458686323936,0.8277465436272199,72,4,0.98,C,0.01361111111111111,35.0
113,6,90,0.30088401120574865,0.8190592467045779,70,4,0.97,C,0.013857142857142856,37.0
114,4,92,0.3068538728925479,0.8493089312090626,78,3,0.98,C,0.009423076923076923,57.0
115,9,86,0.3195949663511014,0.8979324309762596,70,5,0.99,B,0.01767857142857143,32.0
116,4,95,0.2643330451636451,0.8929277364241717,88,3,0.96,B,0.00818181818181818,76.0
117,4,88,0.39557272000032784,0.8211414821708405,84,6,0.96,A,0.017142857142857144,24.0
118,3,93,0.3648406363465856,0.8006005367118386,70,5,0.99,A,0.01767857142857143,24.0
119,8,95,0.29676446518360905,0.8081022406269807,80,3,0.98,A,0.0091875,55.0
120,7,95,0.3911974088191148,0.8201380445441385,76,6,0.95,B,0.01875,22.0
121,1,88,0.369901052645182,0.8119760910839854,78,4,0.95,C,0.01217948717948718,36.0
122,3,88,0.2946098130917304,0.8011505536639286,94,4,0.99,A,0.01053191489361702,48.0
123,9,88,0.26560895157275904,0.8789477924712471,75,6,0.98,C,0.0196,31.0
124,7,94,0.32910068374447915,0.8446309794704467,87,5,0.97,B,0.013936781609195401,36.0
125,1,91,0.31367437315964297,0.8549721675319176,84,3,0.99,C,0.008839285714285713,61.0
126,3,93,0.34276081365822336,0.8434138699286597,74,3,0.97,A,0.009831081081081081,50.0
127,6,94,0.3315730121118097,0.8847962374141904,79,3,0.95,B,0.009018987341772151,61.0
128,3,95,0.2911870169114423,0.8516275272944287,79,3,0.95,A,0.009018987341772151,62.0
129,1,92,0.2671189777547262,0.8861511952782224,88,4,0.97,A,0.011022727272727273,56.0
130,2,87,0.3521979671884366,0.8814343665459925,71,3,0.97,C,0.010246478873239437,51.0
131,4,93,0.3869902833140381,0.8345329621759608,92,6,0.97,C,0.01581521739130435,28.0
132,7,92,0.27869250311453825,0.8165891021799683,82,4,0.97,C,0.011829268292682927,45.0
133,1,94,0.39584589112251,0.8754470806254113,72,4,0.99,B,0.01375,34.0
134,8,94,0.2966331879201835,0.8289635213892202,79,5,0.96,B,0.015189873417721518,35.0
135,1,87,0.33201178081009247,0.8518748134442935,82,5,0.98,B,0.014939024390243904,34.0
136,7,93,0.3739710851164866,0.8753683381342952,78,6,0.95,B,0.018269230769230767,27.0
137,8,92,0.3611659066203189,0.8956976621961942,71,4,0.95,C,0.013380281690140845,39.0
138,8,95,0.38097087889199743,0.8631457743767588,88,6,0.98,B,0.016704545454545455,28.0
139,4,92,0.3639761269624967,0.8143477551491497,93,4,0.99,B,0.01064516129032258,42.0
140,6,94,0.3368941385482559,0.8049577124620085,77,5,0.96,A,0.015584415584415584,30.0
141,7,88,0.30316044463368963,0.8266319276162758,92,5,0.96,C,0.013043478260869565,40.0
142,1,90,0.36593143927158894,0.8950710493232381,79,6,0.98,B,0.01860759493670886,28.0
143,7,87,0.2842516159337282,0.8125043152109873,71,6,0.95,A,0.020070422535211265,26.0
144,7,88,0.2681398241913319,0.8573229309461912,87,3,0.95,B,0.008189655172413792,71.0
145,8,87,0.27816011662469414,0.8609525176027375,90,3,0.99,B,0.008249999999999999,70.0
146,4,90,0.3074782289112043,0.8588886820942171,84,4,0.95,C,0.01130952380952381,48.0
147,5,94,0.3065217900456759,0.8631730213231552,95,4,0.98,A,0.01031578947368421,53.0
148,9,88,0.2571295325515132,0.9,85,3,0.97,C,0.008558823529411765,75.0
149,4,89,0.2780646330705946,0.8452114566165269,81,5,0.96,A,0.014814814814814814,38.0
150,6,91,0.3231372020110243,0.8119486110985331,91,4,0.99,A,0.01087912087912088,44.0
151,1,91,0.28704701541011907,0.873021713968599,70,6,0.99,A,0.021214285714285713,27.0
152,2,94,0.32731995877687203,0.8603731917471065,74,5,0.98,C,0.016554054054054055,32.0
153,2,95,0.25854798227022224,0.8047901863995441,88,3,0.96,C,0.00818181818181818,66.0
154,6,88,0.28570201594988154,0.8406296834299057,87,3,0.99,A,0.008534482758620688,65.0
155,4,90,0.3125371743395217,0.8156887360503579,71,6,0.96,A,0.02028169014084507,24.0
156,4,89,0.31768520646905146,0.8408657556666098,70,5,0.96,A,0.017142857142857144,30.0
157,2,92,0.34755669028080605,0.8688330500489347,73,5,0.97,C,0.016609589041095888,31.0
158,6,91,0.3063711836611357,0.8826598260420548,74,4,0.95,A,0.012837837837837837,44.0
159,2,89,0.26922663577473627,0.8754662840228142,77,5,0.95,C,0.015422077922077922,39.0
160,7,92,0.3400523362857516,0.8824084128394178,80,3,0.97,B,0.009093750000000001,59.0
161,4,92,0.3638734706162205,0.8275812946177531,72,5,0.98,B,0.01701388888888889,27.0
162,3,87,0.3629912466591344,0.8395021077958583,88,6,0.99,A,0.016874999999999998,28.0
163,9,90,0.37394752683106713,0.870648741235593,81,3,0.99,A,0.009166666666666667,54.0
164,4,89,0.3698353446063525,0.8892365576769596,75,3,0.99,C,0.009899999999999999,52.0
165,9,92,0.2912222212454185,0.8049928693472703,72,6,0.97,C,0.020208333333333335,25.0
166,4,87,0.3638844655762651,0.8270687439984311,82,3,0.95,C,0.008689024390243901,53.0
167,1,93,0.3867993844359805,0.8184438918085983,86,4,0.99,C,0.011511627906976744,37.0
168,3,89,0.27558013752342947,0.8646279460598583,78,5,0.97,C,0.015544871794871793,37.0
169,9,94,0.2714273455586995,0.8637598936187127,94,3,0.96,C,0.007659574468085106,77.0
170,3,95,0.29208808806300773,0.8302160009706586,81,5,0.96,A,0.014814814814814814,36.0
171,3,94,0.33666986084846273,0.8587783924406706,81,5,0.97,B,0.014969135802469134,34.0
172,7,93,0.3876286225858174,0.8968973552039855,95,6,0.95,A,0.014999999999999998,33.0
173,8,94,0.37033894740132,0.8421421266947513,76,3,0.97,C,0.009572368421052631,49.0
174,9,93,0.295638526057551,0.8997797265072869,74,5,0.95,C,0.016047297297297296,37.0
175,1,88,0.350476796837703,0.847438407533674,91,4,0.99,C,0.01087912087912088,45.0
176,7,92,0.27059565931601154,0.8247903398223232,78,4,0.99,B,0.012692307692307692,43.0
177,2,87,0.35220682785723284,0.8396504047919104,76,3,0.96,B,0.009473684210526315,51.0
178,3,92,0.37656452767132875,0.8934394203078555,71,3,0.97,C,0.010246478873239437,50.0
179,7,93,0.2782012117300145,0.8667803410455085,78,4,0.98,B,0.012564102564102564,46.0
180,9,87,0.32602001569217354,0.8323044720650872,86,6,0.99,B,0.017267441860465114,29.0
181,4,86,0.3008722589277539,0.8440008944440983,86,4,0.97,A,0.011279069767441861,48.0
182,1,92,0.32554518175580144,0.874636842499567,94,3,0.97,C,0.00773936170212766,70.0
183,1,87,0.32947680612925045,0.8694949425781652,81,4,0.98,A,0.012098765432098766,44.0
184,3,93,0.36336919035908855,0.8596360728994025,78,4,0.99,C,0.012692307692307692,39.0
185,4,94,0.2508219074738966,0.81251752777235,80,5,0.98,C,0.015312500000000001,36.0
186,6,91,0.3325107061381001,0.8477106586346325,78,5,0.95,C,0.015224358974358974,33.0
187,8,89,0.3224636737004958,0.8346033327529008,93,5,0.99,A,0.013306451612903227,38.0
188,4,89,0.26388792877657996,0.8435251639583113,91,6,0.98,A,0.016153846153846154,35.0
189,5,86,0.26013131136694506,0.8513737245289433,86,3,0.96,A,0.008372093023255813,70.0
190,7,91,0.26152234341530994,0.8271202108603964,73,5,0.95,B,0.016267123287671232,34.0
191,1,95,0.29638866890911286,0.8215930948982508,70,6,0.99,B,0.021214285714285713,24.0
192,4,90,0.3856052000061533,0.8438754410660695,95,3,0.96,A,0.007578947368421052,60.0
193,8,91,0.2840595501646313,0.8164581064554622,77,5,0.99,C,0.016071428571428573,33.0
194,9,90,0.3676383394859585,0.8949284558224427,92,6,0.95,A,0.015489130434782606,34.0
195,3,88,0.2540537675099299,0.8780968343312875,93,3,0.99,C,0.007983870967741934,78.0
196,5,86,0.28882135638771333,0.887049727138648,83,6,0.95,B,0.01716867469879518,34.0
197,1,86,0.26603860335137014,0.8791675129149922,80,3,0.96,C,0.009,68.0
198,2,93,0.29228992207726073,0.8959640795211459,75,4,0.97,A,0.012933333333333333,46.0
199,6,90,0.2562276689408587,0.8615776189615891,92,3,0.97,B,0.007907608695652175,76.0
200,7,88,0.36171941357917514,0.8393170718356916,75,4,0.95,B,0.012666666666666666,37.0
201,7,86,0.35958892670469095,0.8532437509354442,79,4,0.95,C,0.012025316455696202,41.0
202,4,88,0.3007348213984864,0.8925074563994083,80,3,0.99,A,0.00928125,63.0
203,9,88,0.3685480122531845,0.8449131703680244,74,5,0.99,A,0.016722972972972972,28.0
204,9,91,0.39365621186809285,0.8073686622043511,93,4,0.98,B,0.010537634408602151,39.0
205,8,87,0.35745103094672304,0.886457238883381,80,4,0.95,A,0.011875,44.0
206,8,93,0.26029127334984087,0.8809510200024264,88,4,0.96,A,0.010909090909090908,56.0
207,8,86,0.28763384756126076,0.8311545786370182,84,4,0.99,C,0.011785714285714285,46.0
208,2,90,0.30653235636560183,0.822187507864995,80,4,0.97,B,0.012125,42.0
209,3,94,0.38316031469439393,0.8302205079181104,83,4,0.98,C,0.011807228915662651,37.0
210,4,88,0.2520900821120285,0.8951505962612466,82,5,0.95,A,0.014481707317073171,44.0
211,1,92,0.3474697083174827,0.830044072265017,82,4,0.97,B,0.011829268292682927,40.0
212,1,91,0.32277834107269143,0.8792260097361021,94,4,0.99,B,0.01053191489361702,52.0
213,6,95,0.3187067586073608,0.8241807818040782,79,5,0.97,B,0.015348101265822783,32.0
214,6,95,0.38136226019583275,0.813933324080352,94,6,0.96,C,0.015319148936170212,28.0
215,4,90,0.3458529414285536,0.8300921524537063,72,4,0.99,B,0.01375,35.0
216,4,90,0.27533702617804656,0.8880023397867751,87,5,0.99,C,0.014224137931034483,43.0
217,7,86,0.25098665713111284,0.8245678171519857,70,5,0.96,A,0.017142857142857144,33.0
218,5,89,0.2515373640588189,0.8314875829630353,83,5,0.97,B,0.014608433734939757,39.0
219,5,92,0.3827657779550315,0.8472833295443283,71,4,0.99,A,0.013943661971830985,33.0
220,9,86,0.27974260732884043,0.8380541599117934,86,4,0.99,A,0.011511627906976744,48.0
221,4,87,0.33846499286009313,0.8417337995060837,93,6,0.97,C,0.015645161290322583,32.0
222,5,91,0.33280558260706644,0.8291767181812897,75,4,0.95,A,0.012666666666666666,39.0
223,4,91,0.3392171354994986,0.8337605981480101,85,4,0.97,A,0.011411764705882352,43.0
224,5,86,0.2987410506238169,0.894652986503017,93,5,0.96,B,0.012903225806451613,46.0
225,1,94,0.35203357751284486,0.8608375133545216,83,4,0.97,A,0.011686746987951807,43.0
226,3,92,0.3023620126208866,0.8288790515697911,92,5,0.98,A,0.013315217391304349,39.0
227,9,87,0.356850556432755,0.8003479185633293,81,3,0.96,A,0.008888888888888889,49.0
228,8,87,0.3021806990896196,0.8589263215420136,85,6,0.95,B,0.01676470588235294,33.0
229,6,93,0.3684389416083856,0.8049848305018253,75,4,0.98,A,0.013066666666666666,33.0
230,5,95,0.32912833771893935,0.864457183064375,86,6,0.98,B,0.017093023255813952,31.0
231,4,86,0.3696533856337334,0.8497395133661758,79,3,0.95,B,0.009018987341772151,53.0
232,2,93,0.32445370727260997,0.8264589744978195,70,3,0.97,C,0.010392857142857143,48.0
233,8,93,0.314086763974791,0.8157201715212375,88,3,0.98,B,0.008352272727272727,60.0
234,4,93,0.39207050373116276,0.8,76,4,0.98,A,0.012894736842105263,31.0
235,7,89,0.2853441048058092,0.8252999920057398,81,4,0.96,B,0.011851851851851851,45.0
236,7,91,0.3548432257868995,0.8815657674315746,85,6,0.98,B,0.017294117647058824,30.0
237,4,90,0.3431935275416616,0.8147037157763887,75,6,0.95,A,0.018999999999999996,24.0
238,7,88,0.2812249739925802,0.8852324122473068,93,6,0.95,B,0.015322580645161288,39.0
239,3,94,0.32041311279294965,0.8078079407565956,91,5,0.97,C,0.013324175824175824,36.0
240,7,95,0.3682423426013895,0.8618013911027214,83,5,0.96,A,0.014457831325301203,34.0
241,6,93,0.2740582898646839,0.8656245868686525,78,3,0.97,C,0.009326923076923078,63.0
242,5,89,0.2685330711512342,0.8571597102128891,89,6,0.97,C,0.016348314606741573,36.0
243,4,86,0.35797434522057914,0.8069961226652045,90,4,0.95,A,0.010555555555555556,42.0
244,9,93,0.2947736685039452,0.8981532406812255,82,4,1.0,B,0.012195121951219513,49.0
245,7,90,0.3450444464706077,0.8436942162485372,75,5,0.95,A,0.015833333333333335,31.0
246,7,87,0.3324244261751032,0.8031612995436374,72,4,0.96,A,0.013333333333333332,35.0
247,1,89,0.330932132629733,0.8360468821754394,88,4,0.98,B,0.011136363636363637,45.0
248,1,91,0.37273032150636265,0.8946663433223738,90,3,0.95,C,0.007916666666666666,65.0
249,7,86,0.3782957986579931,0.833516489095119,81,3,0.95,B,0.008796296296296295,51.0
250,3,88,0.3983048920972944,0.8426366028097426,75,6,0.96,A,0.0192,23.0
251,9,91,0.259381666785767,0.8589147601191416,94,5,0.99,B,0.013164893617021277,45.0
252,9,87,0.25404166697593483,0.823194921042871,74,6,0.98,C,0.019864864864864863,28.0
253,8,86,0.26738756249272555,0.820902392552977,91,6,0.95,A,0.015659340659340656,35.0
254,9,89,0.36624002199222294,0.8637654728611878,81,4,0.95,B,0.011728395061728394,42.0
255,3,89,0.3973629503216922,0.8277942066713413,88,4,0.99,C,0.01125,38.0
256,9,88,0.36354777193416254,0.8596893146465059,87,5,0.99,A,0.014224137931034483,34.0
257,9,91,0.37008068153994933,0.8777836286056853,87,4,0.97,C,0.011149425287356322,45.0
258,3,89,0.34414788408409025,0.8244143943259831,85,5,0.98,B,0.014411764705882355,33.0
259,7,88,0.3781359834426242,0.8372969279540252,71,3,0.99,C,0.010457746478873238,43.0
260,3,86,0.2543175641752646,0.882388791433959,73,5,0.99,C,0.016952054794520548,37.0
261,9,91,0.2676047492523526,0.8667060530818109,89,6,0.99,A,0.016685393258426964,35.0
262,9,93,0.3337732202453478,0.8749590906235852,93,5,0.97,C,0.01303763440860215,41.0
263,7,86,0.38811390797948114,0.8196577198558173,71,5,0.97,B,0.017077464788732392,25.0
264,7,87,0.32770824672920296,0.8686477471912482,75,6,0.99,C,0.019799999999999998,27.0
265,4,91,0.3762077518877136,0.8711039540002891,86,3,0.97,A,0.008459302325581395,58.0
266,5,87,0.3013950421414511,0.8471285619113745,93,5,0.97,B,0.01303763440860215,41.0
267,3,86,0.28951429570286463,0.8150930740870934,90,3,0.96,C,0.008,65.0
268,5,90,0.372104126642248,0.8634681610837095,85,4,0.99,B,0.011647058823529411,42.0
269,7,95,0.2581845015110458,0.8331331944645272,78,6,0.98,A,0.018846153846153846,30.0
270,3,87,0.35461564101594173,0.8957175085273069,84,4,0.95,B,0.01130952380952381,47.0
271,6,92,0.3302852391957817,0.80901538431582,77,3,0.95,C,0.009253246753246753,51.0
272,5,93,0.3214811133563809,0.8269150018419896,86,5,0.98,B,0.014244186046511629,35.0
273,2,88,0.278436586400811,0.8066905690842644,83,6,0.96,B,0.017349397590361446,30.0
274,9,89,0.3197729742221316,0.8727030605576962,92,3,0.99,B,0.008070652173913043,68.0
275,1,88,0.3403858523039877,0.8463795682799496,79,4,0.99,A,0.012531645569620253,40.0
276,9,89,0.2636893695523894,0.8785780835343223,93,5,0.99,B,0.013306451612903227,46.0
277,8,89,0.299128047972024,0.8287938293907354,81,6,0.99,A,0.018333333333333333,28.0
278,6,92,0.30463641781822354,0.8656068379590409,79,6,0.98,B,0.01860759493670886,30.0
279,5,92,0.29241793575533637,0.8155961207116648,80,3,0.95,B,0.00890625,58.0
280,7,87,0.33957415337060504,0.8977936393715271,85,4,0.99,A,0.011647058823529411,47.0
281,2,95,0.36012008198744494,0.8081487476704482,81,4,0.99,B,0.012222222222222223,36.0
282,9,93,0.39419221608022226,0.8631894485195132,85,5,0.99,A,0.014558823529411765,32.0
283,5,90,0.30749232007245186,0.8135814796623263,82,4,0.98,B,0.011951219512195122,42.0
284,2,94,0.31680638034289954,0.8420891445015554,76,3,0.99,B,0.009769736842105262,53.0
285,4,93,0.3770468527522314,0.8456710262751096,89,3,0.98,C,0.008258426966292134,56.0
286,7,89,0.2850404505891131,0.8154118146864135,78,4,0.97,A,0.012435897435897436,42.0
287,2,95,0.29428580298254964,0.8719011082246999,77,3,0.96,B,0.00935064935064935,61.0
288,2,88,0.25400508262837845,0.8711498535279198,82,3,0.95,C,0.008689024390243901,71.0
289,2,94,0.27554224506106406,0.8097165179328539,78,6,0.95,B,0.018269230769230767,29.0
290,2,91,0.3013858506131978,0.8151850181659444,71,5,0.98,C,0.017253521126760565,29.0
291,1,95,0.32566200302387843,0.8089250142763329,88,3,0.99,C,0.008437499999999999,57.0
292,2,86,0.26672984352219087,0.8301364774932096,84,6,0.97,C,0.01732142857142857,32.0
293,5,94,0.2583800081552753,0.8868768145566722,81,4,0.95,A,0.011728395061728394,53.0
294,6,89,0.32692580736575344,0.8248408837411959,95,6,0.96,C,0.015157894736842105,32.0
295,3,86,0.316851654346781,0.8641411666323325,70,3,0.96,C,0.010285714285714285,53.0
296,7,91,0.34589346032083546,0.8590481446396557,86,4,0.96,C,0.011162790697674419,45.0
297,3,92,0.28471936449644586,0.8205622172959173,82,5,0.98,C,0.014939024390243904,35.0
298,1,94,0.2519620409421381,0.8247587890426892,85,5,0.97,A,0.01426470588235294,40.0
